VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
1760, 13079,  19.03057,  7.09105,  0.00,  0.7463,  0.39364,  0.53674,  0.69565,  0.49874,  0.69565,  0.49874
1761, 13080,  20.70025,  3.0146,  0.66806,  0.91056,  0.39364,  0.12619,  0.17515,  0.3123,  0.17515,  0.3123
1762, 1733,  20.6836,  3.49432, -0.70825,  0.91056,  0.39364,  0.12619,  0.11796,  0.34706,  0.11796,  0.34706
1763, 13081,  19.03057,  7.09105,  0.00,  0.91056,  0.39364,  0.12619,  0.17515,  0.58155,  0.17515,  0.58155
1764, 13082,  20.6836,  3.49432, -0.70825,  0.55621,  0.39916, -0.72891,  0.11796,  0.34706,  0.11796,  0.34706
1765, 1732,  19.69863,  3.11115, -1.66968,  0.55621,  0.39916, -0.72891,  0.03351,  0.35836,  0.03351,  0.35836
1766, 13083,  19.03057,  7.09105,  0.00,  0.55621,  0.39916, -0.72891,  0.17515,  0.58155,  0.17515,  0.58155
1767, 13084,  19.69863,  3.11115, -1.66968,  0.1001,  0.39916, -0.9114,  0.03351,  0.35836,  0.03351,  0.35836
1768, 1739,  18.32232,  3.49432, -1.65303,  0.1001,  0.39916, -0.9114,  0.00,  0.41565,  0.00,  0.41565
1769, 13085,  19.03057,  7.09105,  0.00,  0.1001,  0.39916, -0.9114,  0.17515,  0.58155,  0.17515,  0.58155
1770, 13086,  18.36251,  3.06889,  1.66968, -0.11162,  0.39676,  0.91111,  0.69565,  0.23258,  0.69565,  0.23258
1771, 13087,  19.73882,  3.49432,  1.65303, -0.11162,  0.39676,  0.91111,  0.62628,  0.27244,  0.62628,  0.27244
1772, 13088,  19.03057,  7.09105,  0.00, -0.11162,  0.39676,  0.91111,  0.69565,  0.49874,  0.69565,  0.49874
1773, 13089,  18.32232,  3.49432, -1.65303, -0.75167,  0.39184, -0.53052,  0.69184,  0.5118,  0.69184,  0.5118
1774, 13090,  17.36089,  2.98358, -0.66806, -0.75167,  0.39184, -0.53052,  0.60396,  0.49874,  0.60396,  0.49874
1775, 13091,  19.03057,  7.09105,  0.00, -0.75167,  0.39184, -0.53052,  0.69184,  0.75541,  0.69184,  0.75541
1776, 13092,  18.32232,  3.49432, -1.65303,  0.00619, -0.99997, -0.00385,  0.57144,  0.00012,  0.57144,  0.00012
1777, 13093,  19.69863,  3.11115, -1.66968,  0.00619, -0.99997, -0.00385,  0.48779,  0.00,  0.48779,  0.00
1778, 13094,  20.6836,  3.49432, -0.70825,  0.00619, -0.99997, -0.00385,  0.42867,  0.05908,  0.42867,  0.05908
1779, 13094,  20.6836,  3.49432, -0.70825,  0.00619, -0.99997, -0.00385,  0.42867,  0.05908,  0.42867,  0.05908
1780, 13095,  17.36089,  2.98358, -0.66806,  0.00619, -0.99997, -0.00385,  0.6305,  0.05907,  0.6305,  0.05907
1781, 13092,  18.32232,  3.49432, -1.65303,  0.00619, -0.99997, -0.00385,  0.57144,  0.00012,  0.57144,  0.00012
1782, 13094,  20.6836,  3.49432, -0.70825,  0.00619, -0.99997, -0.00385,  0.42867,  0.05908,  0.42867,  0.05908
1783, 13096,  20.70025,  3.0146,  0.66806,  0.00619, -0.99997, -0.00385,  0.42859,  0.14245,  0.42859,  0.14245
1784, 13095,  17.36089,  2.98358, -0.66806,  0.00619, -0.99997, -0.00385,  0.6305,  0.05907,  0.6305,  0.05907
1785, 13096,  20.70025,  3.0146,  0.66806,  0.00619, -0.99997, -0.00385,  0.42859,  0.14245,  0.42859,  0.14245
1786, 13097,  17.37754,  3.49432,  0.70825,  0.00619, -0.99997, -0.00385,  0.6305,  0.14265,  0.6305,  0.14265
1787, 13095,  17.36089,  2.98358, -0.66806,  0.00619, -0.99997, -0.00385,  0.6305,  0.05907,  0.6305,  0.05907
1788, 13096,  20.70025,  3.0146,  0.66806,  0.00619, -0.99997, -0.00385,  0.42859,  0.14245,  0.42859,  0.14245
1789, 13098,  19.73882,  3.49432,  1.65303,  0.00619, -0.99997, -0.00385,  0.48772,  0.20161,  0.48772,  0.20161
1790, 13097,  17.37754,  3.49432,  0.70825,  0.00619, -0.99997, -0.00385,  0.6305,  0.14265,  0.6305,  0.14265
1791, 13098,  19.73882,  3.49432,  1.65303,  0.00619, -0.99997, -0.00385,  0.48772,  0.20161,  0.48772,  0.20161
1792, 13099,  18.36251,  3.06889,  1.66968,  0.00619, -0.99997, -0.00385,  0.57131,  0.20155,  0.57131,  0.20155
1793, 13097,  17.37754,  3.49432,  0.70825,  0.00619, -0.99997, -0.00385,  0.6305,  0.14265,  0.6305,  0.14265
1794, 1746,  16.95624,  1.26043,  9.06718E-8, -0.8907,  0.39467,  0.2256,  0.19573,  0.52648,  0.19573,  0.52648
1795, 1745,  17.5638,  1.79313,  1.46677, -0.8907,  0.39467,  0.2256,  0.28958,  0.51032,  0.28958,  0.51032
1796, 1740,  19.03057,  5.94179,  0.00, -0.8907,  0.39467,  0.2256,  0.29582,  0.23258,  0.29582,  0.23258
1797, 1747,  17.5638,  1.79313, -1.46677, -0.8907,  0.39467, -0.2256,  0.44986,  0.51183,  0.44986,  0.51183
1798, 13100,  16.95624,  1.26043,  9.06718E-8, -0.8907,  0.39467, -0.2256,  0.54681,  0.53084,  0.54681,  0.53084
1799, 13101,  19.03057,  5.94179,  0.00, -0.8907,  0.39467, -0.2256,  0.46058,  0.23258,  0.46058,  0.23258
1800, 1744,  19.03057,  1.37813,  2.07433,  0.25165,  0.40048,  0.88107,  0.09132,  0.58155,  0.09132,  0.58155
1801, 1743,  20.49734,  1.79313,  1.46677,  0.25165,  0.40048,  0.88107,  0.00,  0.62117,  0.00,  0.62117
1802, 13102,  19.03057,  5.94179,  0.00,  0.25165,  0.40048,  0.88107,  0.09132,  0.88083,  0.09132,  0.88083
1803, 13103,  20.49734,  1.79313,  1.46677,  0.89823,  0.38954,  0.20355,  0.00,  0.19256,  0.00,  0.19256
1804, 1742,  21.1049,  1.15863, -2.47361E-8,  0.89823,  0.38954,  0.20355,  0.02449,  0.2659,  0.02449,  0.2659
1805, 13104,  19.03057,  5.94179,  0.00,  0.89823,  0.38954,  0.20355,  0.19573,  0.00,  0.19573,  0.00
1806, 13105,  21.1049,  1.15863, -2.47361E-8,  0.89823,  0.38954, -0.20355,  0.02449,  0.2659,  0.02449,  0.2659
1807, 1741,  20.49734,  1.79313, -1.46677,  0.89823,  0.38954, -0.20355,  0.1214,  0.26771,  0.1214,  0.26771
1808, 13106,  19.03057,  5.94179,  0.00,  0.89823,  0.38954, -0.20355,  0.19573,  0.00,  0.19573,  0.00
1809, 13107,  20.49734,  1.79313, -1.46677,  0.21798,  0.39292, -0.89337,  0.1214,  0.26771,  0.1214,  0.26771
1810, 1748,  19.03057,  1.22546, -2.07433,  0.21798,  0.39292, -0.89337,  0.19573,  0.3123,  0.19573,  0.3123
1811, 13108,  19.03057,  5.94179,  0.00,  0.21798,  0.39292, -0.89337,  0.19573,  0.00,  0.19573,  0.00
1812, 13109,  17.5638,  1.79313,  1.46677, -0.25165,  0.40048,  0.88107,  0.28958,  0.51032,  0.28958,  0.51032
1813, 13110,  19.03057,  1.37813,  2.07433, -0.25165,  0.40048,  0.88107,  0.3734,  0.52648,  0.3734,  0.52648
1814, 13111,  19.03057,  5.94179,  0.00, -0.25165,  0.40048,  0.88107,  0.29582,  0.23258,  0.29582,  0.23258
1815, 13112,  19.03057,  1.22546, -2.07433, -0.21798,  0.39292, -0.89336,  0.3734,  0.53084,  0.3734,  0.53084
1816, 13113,  17.5638,  1.79313, -1.46677, -0.21798,  0.39292, -0.89336,  0.44986,  0.51183,  0.44986,  0.51183
1817, 13114,  19.03057,  5.94179,  0.00, -0.21798,  0.39292, -0.89336,  0.46058,  0.23258,  0.46058,  0.23258
1818, 13115,  17.5638,  1.79313, -1.46677, -0.01227, -0.99976,  0.0184,  0.19574,  0.16437,  0.19574,  0.16437
1819, 13116,  19.03057,  1.22546, -2.07433, -0.01227, -0.99976,  0.0184,  0.26394,  0.23258,  0.26394,  0.23258
1820, 13117,  20.49734,  1.79313, -1.46677, -0.01227, -0.99976,  0.0184,  0.3604,  0.23244,  0.3604,  0.23244
1821, 13117,  20.49734,  1.79313, -1.46677, -0.01227, -0.99976,  0.0184,  0.3604,  0.23244,  0.3604,  0.23244
1822, 13118,  16.95624,  1.26043,  9.06718E-8, -0.01227, -0.99976,  0.0184,  0.19573,  0.06821,  0.19573,  0.06821
1823, 13115,  17.5638,  1.79313, -1.46677, -0.01227, -0.99976,  0.0184,  0.19574,  0.16437,  0.19574,  0.16437
1824, 13117,  20.49734,  1.79313, -1.46677, -0.01227, -0.99976,  0.0184,  0.3604,  0.23244,  0.3604,  0.23244
1825, 13119,  21.1049,  1.15863, -2.47361E-8, -0.01227, -0.99976,  0.0184,  0.42859,  0.1645,  0.42859,  0.1645
1826, 13118,  16.95624,  1.26043,  9.06718E-8, -0.01227, -0.99976,  0.0184,  0.19573,  0.06821,  0.19573,  0.06821
1827, 13119,  21.1049,  1.15863, -2.47361E-8, -0.01227, -0.99976,  0.0184,  0.42859,  0.1645,  0.42859,  0.1645
1828, 13120,  20.49734,  1.79313,  1.46677, -0.01227, -0.99976,  0.0184,  0.42859,  0.06807,  0.42859,  0.06807
1829, 13118,  16.95624,  1.26043,  9.06718E-8, -0.01227, -0.99976,  0.0184,  0.19573,  0.06821,  0.19573,  0.06821
1830, 13120,  20.49734,  1.79313,  1.46677, -0.01227, -0.99976,  0.0184,  0.42859,  0.06807,  0.42859,  0.06807
1831, 13121,  17.5638,  1.79313,  1.46677, -0.01227, -0.99976,  0.0184,  0.26393,  0.00,  0.26393,  0.00
1832, 13118,  16.95624,  1.26043,  9.06718E-8, -0.01227, -0.99976,  0.0184,  0.19573,  0.06821,  0.19573,  0.06821
1833, 13120,  20.49734,  1.79313,  1.46677, -0.01227, -0.99976,  0.0184,  0.42859,  0.06807,  0.42859,  0.06807
1834, 13122,  19.03057,  1.37813,  2.07433, -0.01227, -0.99976,  0.0184,  0.36038,  0.00009,  0.36038,  0.00009
1835, 13121,  17.5638,  1.79313,  1.46677, -0.01227, -0.99976,  0.0184,  0.26393,  0.00,  0.26393,  0.00
1836, 1806,  8.82184,  4.55133, -26.51424, -0.87769,  0.47641, -0.05196,  0.25566,  0.7972,  0.25566,  0.7972
1837, 1805,  9.28236,  5.51978, -25.41386, -0.87769,  0.47641, -0.05196,  0.25083,  0.87914,  0.25083,  0.87914
1838, 1801,  10.74543,  8.16333, -25.88923, -0.87769,  0.47641, -0.05196,  0.38266,  1.00,  0.38266,  1.00
1839, 1776,  11.52896,  6.67271, -26.96767,  0.43987,  0.38971, -0.8091,  0.88249,  0.89931,  0.88249,  0.89931
1840, 1797,  10.74543,  5.853, -27.78846,  0.43987,  0.38971, -0.8091,  0.92919,  0.96141,  0.92919,  0.96141
1841, 1781,  10.74543,  9.79614, -25.88923,  0.43987,  0.38971, -0.8091,  0.92919,  0.70709,  0.92919,  0.70709
1842, 1778,  10.74543,  7.94669, -27.16214, -0.27907,  0.42945, -0.85889,  0.00,  0.90546,  0.00,  0.90546
1843, 1780,  9.77339,  7.18505, -27.22713, -0.27907,  0.42945, -0.85889,  0.00654,  0.97044,  0.00654,  0.97044
1844, 1791,  10.74543,  10.49251, -25.88923, -0.27907,  0.42945, -0.85889,  0.11254,  0.78346,  0.11254,  0.78346
1845, 1807,  9.74617,  5.19641, -27.26459, -0.73022,  0.47402, -0.49202,  0.33405,  0.80883,  0.33405,  0.80883
1846, 13186,  8.82184,  4.55133, -26.51424, -0.73022,  0.47402, -0.49202,  0.25566,  0.7972,  0.25566,  0.7972
1847, 13187,  10.74543,  8.16333, -25.88923, -0.73022,  0.47402, -0.49202,  0.38266,  1.00,  0.38266,  1.00
1848, 1777,  12.5517,  5.853, -26.47613,  0.63357,  0.38971, -0.66837,  0.8081,  0.931,  0.8081,  0.931
1849, 13188,  11.52896,  6.67271, -26.96767,  0.63357,  0.38971, -0.66837,  0.88249,  0.89931,  0.88249,  0.89931
1850, 13189,  10.74543,  9.79614, -25.88923,  0.63357,  0.38971, -0.66837,  0.92919,  0.70709,  0.92919,  0.70709
1851, 13190,  9.77339,  7.18505, -27.22713, -0.73062,  0.42945, -0.53083,  0.00654,  0.97044,  0.00654,  0.97044
1852, 1782,  9.31377,  7.48184, -26.35441, -0.73062,  0.42945, -0.53083,  0.06689,  0.97335,  0.06689,  0.97335
1853, 13191,  10.74543,  10.49251, -25.88923, -0.73062,  0.42945, -0.53083,  0.11254,  0.78346,  0.11254,  0.78346
1854, 1804,  9.55659,  4.55133, -24.25294, -0.31442,  0.47565,  0.82152,  0.78547,  0.64105,  0.78547,  0.64105
1855, 1803,  10.74543,  5.4215, -24.30174, -0.31442,  0.47565,  0.82152,  0.87044,  0.63072,  0.87044,  0.63072
1856, 13192,  10.74543,  8.16333, -25.88923, -0.31442,  0.47565,  0.82152,  0.95674,  0.47268,  0.95674,  0.47268
1857, 1779,  12.24064,  6.32651, -25.40341,  0.91058,  0.40438,  0.08555,  0.78547,  0.87609,  0.78547,  0.87609
1858, 13193,  12.5517,  5.853, -26.47613,  0.91058,  0.40438,  0.08555,  0.8081,  0.931,  0.8081,  0.931
1859, 13194,  10.74543,  9.79614, -25.88923,  0.91058,  0.40438,  0.08555,  0.92919,  0.70709,  0.92919,  0.70709
1860, 13195,  9.31377,  7.48184, -26.35441, -0.90309,  0.42945,  2.23915E-6,  0.06689,  0.97335,  0.06689,  0.97335
1861, 1784,  9.17264,  7.18505, -25.3782, -0.90309,  0.42945,  2.23915E-6,  0.11254,  0.9986,  0.11254,  0.9986
1862, 13196,  10.74543,  10.49251, -25.88923, -0.90309,  0.42945,  2.23915E-6,  0.11254,  0.78346,  0.11254,  0.78346
1863, 13197,  10.74543,  5.4215, -24.30174,  0.31442,  0.47565,  0.82152,  0.87044,  0.63072,  0.87044,  0.63072
1864, 1802,  11.93427,  4.55133, -24.25294,  0.31442,  0.47565,  0.82152,  0.90807,  0.70709,  0.90807,  0.70709
1865, 13198,  10.74543,  8.16333, -25.88923,  0.31442,  0.47565,  0.82152,  0.95674,  0.47268,  0.95674,  0.47268
1866, 1783,  11.86177,  5.853, -24.35273,  0.78696,  0.40439,  0.46602,  0.85336,  0.03327,  0.85336,  0.03327
1867, 13199,  12.24064,  6.32651, -25.40341,  0.78696,  0.40439,  0.46602,  0.84327,  0.08169,  0.84327,  0.08169
1868, 13200,  10.74543,  9.79614, -25.88923,  0.78696,  0.40439,  0.46602,  0.97998,  0.25432,  0.97998,  0.25432
1869, 13201,  9.17264,  7.18505, -25.3782, -0.73062,  0.42945,  0.53082,  0.61274,  0.73747,  0.61274,  0.73747
1870, 1786,  10.0335,  8.07011, -24.90936, -0.73062,  0.42945,  0.53082,  0.58498,  0.79634,  0.58498,  0.79634
1871, 13202,  10.74543,  10.49251, -25.88923, -0.73062,  0.42945,  0.53082,  0.61274,  0.95112,  0.61274,  0.95112
1872, 13203,  11.93427,  4.55133, -24.25294,  0.69045,  0.47457,  0.54594,  0.90807,  0.70709,  0.90807,  0.70709
1873, 1800,  12.3248,  5.27518, -25.37607,  0.69045,  0.47457,  0.54594,  0.95674,  0.6657,  0.95674,  0.6657
1874, 13204,  10.74543,  8.16333, -25.88923,  0.69045,  0.47457,  0.54594,  0.95674,  0.47268,  0.95674,  0.47268
1875, 1785,  10.74543,  6.78136, -24.63126,  0.08962,  0.38354,  0.91917,  0.93121,  0.07123,  0.93121,  0.07123
1876, 13205,  11.86177,  5.853, -24.35273,  0.08962,  0.38354,  0.91917,  0.85336,  0.03327,  0.85336,  0.03327
1877, 13206,  10.74543,  9.79614, -25.88923,  0.08962,  0.38354,  0.91917,  0.97998,  0.25432,  0.97998,  0.25432
1878, 13207,  10.0335,  8.07011, -24.90936, -0.27907,  0.42945,  0.85889,  0.58498,  0.79634,  0.58498,  0.79634
1879, 1788,  10.74543,  7.18505, -24.23551, -0.27907,  0.42945,  0.85889,  0.52101,  0.75923,  0.52101,  0.75923
1880, 13208,  10.74543,  10.49251, -25.88923, -0.27907,  0.42945,  0.85889,  0.61274,  0.95112,  0.61274,  0.95112
1881, 13209,  12.3248,  5.27518, -25.37607,  0.87949,  0.47457, -0.03584,  0.62185,  0.86868,  0.62185,  0.86868
1882, 1799,  12.66901,  4.55133, -26.51424,  0.87949,  0.47457, -0.03584,  0.63766,  0.93914,  0.63766,  0.93914
1883, 13210,  10.74543,  8.16333, -25.88923,  0.87949,  0.47457, -0.03584,  0.76493,  0.7365,  0.76493,  0.7365
1884, 1787,  9.62909,  5.853, -24.35273, -0.08962,  0.38354,  0.91917,  0.97998,  0.00,  0.97998,  0.00
1885, 13211,  10.74543,  6.78136, -24.63126, -0.08962,  0.38354,  0.91917,  0.93121,  0.07123,  0.93121,  0.07123
1886, 13212,  10.74543,  9.79614, -25.88923, -0.08962,  0.38354,  0.91917,  0.97998,  0.25432,  0.97998,  0.25432
1887, 13213,  10.74543,  7.18505, -24.23551,  0.27907,  0.42944,  0.85889,  0.52101,  0.75923,  0.52101,  0.75923
1888, 1790,  11.56111,  7.71706, -24.76654,  0.27907,  0.42944,  0.85889,  0.49449,  0.81455,  0.49449,  0.81455
1889, 13214,  10.74543,  10.49251, -25.88923,  0.27907,  0.42944,  0.85889,  0.61274,  0.95112,  0.61274,  0.95112
1890, 13215,  12.66901,  4.55133, -26.51424,  0.73181,  0.47439, -0.4893,  0.63766,  0.93914,  0.63766,  0.93914
1891, 1798,  11.72907,  5.24954, -27.2431,  0.73181,  0.47439, -0.4893,  0.717,  0.92422,  0.717,  0.92422
1892, 13216,  10.74543,  8.16333, -25.88923,  0.73181,  0.47439, -0.4893,  0.76493,  0.7365,  0.76493,  0.7365
1893, 1789,  9.58674,  6.83879, -25.51276, -0.8546,  0.3799,  0.35403,  0.31603,  0.61429,  0.31603,  0.61429
1894, 13217,  9.62909,  5.853, -24.35273, -0.8546,  0.3799,  0.35403,  0.25083,  0.59624,  0.25083,  0.59624
1895, 13218,  10.74543,  9.79614, -25.88923, -0.8546,  0.3799,  0.35403,  0.43272,  0.75898,  0.43272,  0.75898
1896, 13219,  11.56111,  7.71706, -24.76654,  0.73062,  0.42945,  0.53083,  0.49449,  0.81455,  0.49449,  0.81455
1897, 1792,  12.31822,  7.18505, -25.3782,  0.73062,  0.42945,  0.53083,  0.44605,  0.81608,  0.44605,  0.81608
1898, 13220,  10.74543,  10.49251, -25.88923,  0.73062,  0.42945,  0.53083,  0.61274,  0.95112,  0.61274,  0.95112
1899, 13221,  11.72907,  5.24954, -27.2431,  0.23921,  0.47439, -0.84719,  0.717,  0.92422,  0.717,  0.92422
1900, 1808,  10.74543,  4.55133, -27.91181,  0.23921,  0.47439, -0.84719,  0.76493,  0.97756,  0.76493,  0.97756
1901, 13222,  10.74543,  8.16333, -25.88923,  0.23921,  0.47439, -0.84719,  0.76493,  0.7365,  0.76493,  0.7365
1902, 1793,  8.93915,  5.853, -26.47613, -0.89948,  0.3799,  0.2159,  0.31188,  0.53494,  0.31188,  0.53494
1903, 13223,  9.58674,  6.83879, -25.51276, -0.89948,  0.3799,  0.2159,  0.31603,  0.61429,  0.31603,  0.61429
1904, 13224,  10.74543,  9.79614, -25.88923, -0.89948,  0.3799,  0.2159,  0.43272,  0.75898,  0.43272,  0.75898
1905, 13225,  12.31822,  7.18505, -25.3782,  0.90309,  0.42945,  0.00,  0.95584,  0.25432,  0.95584,  0.25432
1906, 1794,  11.99148,  7.87216, -26.2941,  0.90309,  0.42945,  0.00,  0.9163,  0.30412,  0.9163,  0.30412
1907, 13226,  10.74543,  10.49251, -25.88923,  0.90309,  0.42945,  0.00,  0.95584,  0.46943,  0.95584,  0.46943
1908, 1795,  9.872,  6.45131, -27.0914, -0.66941,  0.39983, -0.62612,  0.3835,  0.55165,  0.3835,  0.55165
1909, 13227,  8.93915,  5.853, -26.47613, -0.66941,  0.39983, -0.62612,  0.31188,  0.53494,  0.31188,  0.53494
1910, 13228,  10.74543,  9.79614, -25.88923, -0.66941,  0.39983, -0.62612,  0.43272,  0.75898,  0.43272,  0.75898
1911, 13229,  10.74543,  5.853, -27.78846, -0.38862,  0.39983, -0.83013,  0.43272,  0.50473,  0.43272,  0.50473
1912, 13230,  9.872,  6.45131, -27.0914, -0.38862,  0.39983, -0.83013,  0.3835,  0.55165,  0.3835,  0.55165
1913, 13231,  10.74543,  9.79614, -25.88923, -0.38862,  0.39983, -0.83013,  0.43272,  0.75898,  0.43272,  0.75898
1914, 13232,  11.99148,  7.87216, -26.2941,  0.73062,  0.42945, -0.53083,  0.9163,  0.30412,  0.9163,  0.30412
1915, 1796,  11.71746,  7.18505, -27.22713,  0.73062,  0.42945, -0.53083,  0.85007,  0.28238,  0.85007,  0.28238
1916, 13233,  10.74543,  10.49251, -25.88923,  0.73062,  0.42945, -0.53083,  0.95584,  0.46943,  0.95584,  0.46943
1917, 13234,  9.28236,  5.51978, -25.41386, -0.67952,  0.47641,  0.55793,  0.8067,  0.56865,  0.8067,  0.56865
1918, 13235,  9.55659,  4.55133, -24.25294, -0.67952,  0.47641,  0.55793,  0.78547,  0.64105,  0.78547,  0.64105
1919, 13236,  10.74543,  8.16333, -25.88923, -0.67952,  0.47641,  0.55793,  0.95674,  0.47268,  0.95674,  0.47268
1920, 13237,  9.872,  6.45131, -27.0914, -0.05189, -0.99808,  0.03373,  0.6275,  0.02274,  0.6275,  0.02274
1921, 13238,  10.74543,  5.853, -27.78846, -0.05189, -0.99808,  0.03373,  0.5658,  0.00,  0.5658,  0.00
1922, 13239,  11.52896,  6.67271, -26.96767, -0.05189, -0.99808,  0.03373,  0.53743,  0.05936,  0.53743,  0.05936
1923, 13239,  11.52896,  6.67271, -26.96767, -0.05189, -0.99808,  0.03373,  0.53743,  0.05936,  0.53743,  0.05936
1924, 13240,  8.93915,  5.853, -26.47613, -0.05189, -0.99808,  0.03373,  0.69036,  0.0402,  0.69036,  0.0402
1925, 13237,  9.872,  6.45131, -27.0914, -0.05189, -0.99808,  0.03373,  0.6275,  0.02274,  0.6275,  0.02274
1926, 13239,  11.52896,  6.67271, -26.96767, -0.05189, -0.99808,  0.03373,  0.53743,  0.05936,  0.53743,  0.05936
1927, 13241,  12.5517,  5.853, -26.47613, -0.05189, -0.99808,  0.03373,  0.48882,  0.10523,  0.48882,  0.10523
1928, 13240,  8.93915,  5.853, -26.47613, -0.05189, -0.99808,  0.03373,  0.69036,  0.0402,  0.69036,  0.0402
1929, 13241,  12.5517,  5.853, -26.47613, -0.05189, -0.99808,  0.03373,  0.48882,  0.10523,  0.48882,  0.10523
1930, 13242,  9.58674,  6.83879, -25.51276, -0.05189, -0.99808,  0.03373,  0.67224,  0.10497,  0.67224,  0.10497
1931, 13240,  8.93915,  5.853, -26.47613, -0.05189, -0.99808,  0.03373,  0.69036,  0.0402,  0.69036,  0.0402
1932, 13241,  12.5517,  5.853, -26.47613, -0.05189, -0.99808,  0.03373,  0.48882,  0.10523,  0.48882,  0.10523
1933, 13243,  12.24064,  6.32651, -25.40341, -0.05189, -0.99808,  0.03373,  0.52589,  0.15894,  0.52589,  0.15894
1934, 13242,  9.58674,  6.83879, -25.51276, -0.05189, -0.99808,  0.03373,  0.67224,  0.10497,  0.67224,  0.10497
1935, 13243,  12.24064,  6.32651, -25.40341, -0.05189, -0.99808,  0.03373,  0.52589,  0.15894,  0.52589,  0.15894
1936, 13244,  9.62909,  5.853, -24.35273, -0.05189, -0.99808,  0.03373,  0.69036,  0.17028,  0.69036,  0.17028
1937, 13242,  9.58674,  6.83879, -25.51276, -0.05189, -0.99808,  0.03373,  0.67224,  0.10497,  0.67224,  0.10497
1938, 13243,  12.24064,  6.32651, -25.40341, -0.05189, -0.99808,  0.03373,  0.52589,  0.15894,  0.52589,  0.15894
1939, 13245,  10.74543,  6.78136, -24.63126, -0.05189, -0.99808,  0.03373,  0.62355,  0.17469,  0.62355,  0.17469
1940, 13244,  9.62909,  5.853, -24.35273, -0.05189, -0.99808,  0.03373,  0.69036,  0.17028,  0.69036,  0.17028
1941, 13246,  11.86177,  5.853, -24.35273, -0.05189, -0.99808,  0.03373,  0.5658,  0.21047,  0.5658,  0.21047
1942, 13245,  10.74543,  6.78136, -24.63126, -0.05189, -0.99808,  0.03373,  0.62355,  0.17469,  0.62355,  0.17469
1943, 13243,  12.24064,  6.32651, -25.40341, -0.05189, -0.99808,  0.03373,  0.52589,  0.15894,  0.52589,  0.15894
1944, 13247,  11.71746,  7.18505, -27.22713,  0.27907,  0.42945, -0.85889,  0.85007,  0.28238,  0.85007,  0.28238
1945, 13248,  10.74543,  7.94669, -27.16214,  0.27907,  0.42945, -0.85889,  0.84327,  0.34741,  0.84327,  0.34741
1946, 13249,  10.74543,  10.49251, -25.88923,  0.27907,  0.42945, -0.85889,  0.95584,  0.46943,  0.95584,  0.46943
1947, 13250,  9.31377,  7.48184, -26.35441,  0.02447, -0.99963,  0.01207,  0.78505,  0.29748,  0.78505,  0.29748
1948, 13251,  9.77339,  7.18505, -27.22713,  0.02447, -0.99963,  0.01207,  0.72771,  0.28942,  0.72771,  0.28942
1949, 13252,  10.74543,  7.94669, -27.16214,  0.02447, -0.99963,  0.01207,  0.69749,  0.33704,  0.69749,  0.33704
1950, 13252,  10.74543,  7.94669, -27.16214,  0.02447, -0.99963,  0.01207,  0.69749,  0.33704,  0.69749,  0.33704
1951, 13253,  11.71746,  7.18505, -27.22713,  0.02447, -0.99963,  0.01207,  0.66067,  0.38105,  0.66067,  0.38105
1952, 13254,  11.99148,  7.87216, -26.2941,  0.02447, -0.99963,  0.01207,  0.6957,  0.42554,  0.6957,  0.42554
1953, 13254,  11.99148,  7.87216, -26.2941,  0.02447, -0.99963,  0.01207,  0.6957,  0.42554,  0.6957,  0.42554
1954, 13250,  9.31377,  7.48184, -26.35441,  0.02447, -0.99963,  0.01207,  0.78505,  0.29748,  0.78505,  0.29748
1955, 13252,  10.74543,  7.94669, -27.16214,  0.02447, -0.99963,  0.01207,  0.69749,  0.33704,  0.69749,  0.33704
1956, 13254,  11.99148,  7.87216, -26.2941,  0.02447, -0.99963,  0.01207,  0.6957,  0.42554,  0.6957,  0.42554
1957, 13255,  9.17264,  7.18505, -25.3782,  0.02447, -0.99963,  0.01207,  0.83616,  0.32443,  0.83616,  0.32443
1958, 13250,  9.31377,  7.48184, -26.35441,  0.02447, -0.99963,  0.01207,  0.78505,  0.29748,  0.78505,  0.29748
1959, 13254,  11.99148,  7.87216, -26.2941,  0.02447, -0.99963,  0.01207,  0.6957,  0.42554,  0.6957,  0.42554
1960, 13256,  12.31822,  7.18505, -25.3782,  0.02447, -0.99963,  0.01207,  0.72771,  0.47268,  0.72771,  0.47268
1961, 13255,  9.17264,  7.18505, -25.3782,  0.02447, -0.99963,  0.01207,  0.83616,  0.32443,  0.83616,  0.32443
1962, 13256,  12.31822,  7.18505, -25.3782,  0.02447, -0.99963,  0.01207,  0.72771,  0.47268,  0.72771,  0.47268
1963, 13257,  10.0335,  8.07011, -24.90936,  0.02447, -0.99963,  0.01207,  0.82899,  0.38057,  0.82899,  0.38057
1964, 13255,  9.17264,  7.18505, -25.3782,  0.02447, -0.99963,  0.01207,  0.83616,  0.32443,  0.83616,  0.32443
1965, 13256,  12.31822,  7.18505, -25.3782,  0.02447, -0.99963,  0.01207,  0.72771,  0.47268,  0.72771,  0.47268
1966, 13258,  11.56111,  7.71706, -24.76654,  0.02447, -0.99963,  0.01207,  0.78299,  0.45765,  0.78299,  0.45765
