VTX, IDX, in_POSITION0.x, in_POSITION0.y, in_POSITION0.z, in_NORMAL0.x, in_NORMAL0.y, in_NORMAL0.z, in_TEXCOORD0.x, in_TEXCOORD0.y, in_TEXCOORD1.x, in_TEXCOORD1.y
526, 11819,  17.59107,  2.2549, -10.26356, -0.03778, -0.99921, -0.01272,  0.27312,  0.5004,  0.27312,  0.5004
527, 11820,  17.73012,  2.93702, -8.72351, -0.03778, -0.99921, -0.01272,  0.28581,  0.42427,  0.28581,  0.42427
528, 11820,  17.73012,  2.93702, -8.72351, -0.03778, -0.99921, -0.01272,  0.28581,  0.42427,  0.28581,  0.42427
529, 11816,  14.57099,  2.85908, -8.72649, -0.03778, -0.99921, -0.01272,  0.50956,  0.6614,  0.50956,  0.6614
530, 11818,  16.27049,  2.83974, -10.07059, -0.03778, -0.99921, -0.01272,  0.36199,  0.50884,  0.36199,  0.50884
531, 11820,  17.73012,  2.93702, -8.72351, -0.03778, -0.99921, -0.01272,  0.28581,  0.42427,  0.28581,  0.42427
532, 11821,  14.1062,  2.47507, -7.68937, -0.03778, -0.99921, -0.01272,  0.57742,  0.54745,  0.57742,  0.54745
533, 11816,  14.57099,  2.85908, -8.72649, -0.03778, -0.99921, -0.01272,  0.50956,  0.6614,  0.50956,  0.6614
534, 11822,  17.73012,  2.93702, -8.72351, -0.03778, -0.99921, -0.01272,  0.28581,  0.42427,  0.28581,  0.42427
535, 11823,  18.60186,  2.18028, -7.48471, -0.03778, -0.99921, -0.01272,  1.00,  0.83386,  1.00,  0.83386
536, 11824,  14.1062,  2.47507, -7.68937, -0.03778, -0.99921, -0.01272,  0.57742,  0.54745,  0.57742,  0.54745
537, 11823,  18.60186,  2.18028, -7.48471, -0.03778, -0.99921, -0.01272,  1.00,  0.83386,  1.00,  0.83386
538, 11825,  15.1249,  2.93088, -7.08092, -0.03778, -0.99921, -0.01272,  0.54335,  0.47806,  0.54335,  0.47806
539, 11824,  14.1062,  2.47507, -7.68937, -0.03778, -0.99921, -0.01272,  0.57742,  0.54745,  0.57742,  0.54745
540, 11826,  18.60186,  2.18028, -7.48471, -0.03778, -0.99921, -0.01272,  1.00,  0.83386,  1.00,  0.83386
541, 11827,  17.18569,  2.74605, -6.95326, -0.03778, -0.99921, -0.01272,  0.20203,  0.5043,  0.20203,  0.5043
542, 11828,  15.1249,  2.93088, -7.08092, -0.03778, -0.99921, -0.01272,  0.54335,  0.47806,  0.54335,  0.47806
543, 11827,  17.18569,  2.74605, -6.95326, -0.03778, -0.99921, -0.01272,  0.20203,  0.5043,  0.20203,  0.5043
544, 11829,  16.15025,  2.3334, -6.07771, -0.03778, -0.99921, -0.01272,  0.57742,  0.3902,  0.57742,  0.3902
545, 11828,  15.1249,  2.93088, -7.08092, -0.03778, -0.99921, -0.01272,  0.54335,  0.47806,  0.54335,  0.47806
546, 11830,  15.51125,  3.61315, -9.51696,  0.00692, -0.99924, -0.03836,  0.15207,  0.32982,  0.15207,  0.32982
547, 11831,  16.3509,  3.04636, -10.43833,  0.00692, -0.99924, -0.03836,  0.14468,  0.26437,  0.14468,  0.26437
548, 11832,  17.1922,  3.44588, -9.59574,  0.00692, -0.99924, -0.03836,  0.21768,  0.25093,  0.21768,  0.25093
549, 11832,  17.1922,  3.44588, -9.59574,  0.00692, -0.99924, -0.03836,  0.21768,  0.25093,  0.21768,  0.25093
550, 11833,  18.21095,  3.15971, -8.73874,  0.00692, -0.99924, -0.03836,  0.27312,  0.19807,  0.27312,  0.19807
551, 11830,  15.51125,  3.61315, -9.51696,  0.00692, -0.99924, -0.03836,  0.15207,  0.32982,  0.15207,  0.32982
552, 11833,  18.21095,  3.15971, -8.73874,  0.00692, -0.99924, -0.03836,  0.27312,  0.19807,  0.27312,  0.19807
553, 11834,  14.55721,  3.42194, -9.0342,  0.00692, -0.99924, -0.03836,  0.69786,  0.87721,  0.69786,  0.87721
554, 11830,  15.51125,  3.61315, -9.51696,  0.00692, -0.99924, -0.03836,  0.15207,  0.32982,  0.15207,  0.32982
555, 11833,  18.21095,  3.15971, -8.73874,  0.00692, -0.99924, -0.03836,  0.27312,  0.19807,  0.27312,  0.19807
556, 11835,  13.99127,  3.00727, -7.71576,  0.00692, -0.99924, -0.03836,  0.27046,  0.00,  0.27046,  0.00
557, 11834,  14.55721,  3.42194, -9.0342,  0.00692, -0.99924, -0.03836,  0.69786,  0.87721,  0.69786,  0.87721
558, 11836,  18.21095,  3.15971, -8.73874,  0.00692, -0.99924, -0.03836,  0.27312,  0.19807,  0.27312,  0.19807
559, 11837,  17.63352,  3.47414, -7.6863,  0.00692, -0.99924, -0.03836,  0.65518,  0.02881,  0.65518,  0.02881
560, 11838,  13.99127,  3.00727, -7.71576,  0.00692, -0.99924, -0.03836,  0.27046,  0.00,  0.27046,  0.00
561, 11839,  17.63352,  3.47414, -7.6863,  0.00692, -0.99924, -0.03836,  0.65518,  0.02881,  0.65518,  0.02881
562, 11840,  15.03188,  3.46319, -7.10083,  0.00692, -0.99924, -0.03836,  0.22328,  0.06295,  0.22328,  0.06295
563, 11841,  13.99127,  3.00727, -7.71576,  0.00692, -0.99924, -0.03836,  0.27046,  0.00,  0.27046,  0.00
564, 11839,  17.63352,  3.47414, -7.6863,  0.00692, -0.99924, -0.03836,  0.65518,  0.02881,  0.65518,  0.02881
565, 11842,  17.10417,  3.31295, -6.74468,  0.00692, -0.99924, -0.03836,  0.11504,  0.13544,  0.11504,  0.13544
566, 11840,  15.03188,  3.46319, -7.10083,  0.00692, -0.99924, -0.03836,  0.22328,  0.06295,  0.22328,  0.06295
567, 11842,  17.10417,  3.31295, -6.74468,  0.00692, -0.99924, -0.03836,  0.11504,  0.13544,  0.11504,  0.13544
568, 11843,  16.00267,  2.99593, -6.21694,  0.00692, -0.99924, -0.03836,  0.1398,  0.07729,  0.1398,  0.07729
569, 11840,  15.03188,  3.46319, -7.10083,  0.00692, -0.99924, -0.03836,  0.22328,  0.06295,  0.22328,  0.06295
570, 11844,  14.75201,  3.84314, -9.67346, -0.06406, -0.99787,  0.0125,  0.55953,  0.19807,  0.55953,  0.19807
571, 11845,  15.9595,  3.82353, -10.16936, -0.06406, -0.99787,  0.0125,  0.36577,  0.16282,  0.36577,  0.16282
572, 11846,  17.02283,  3.78752, -10.07842, -0.06406, -0.99787,  0.0125,  0.30835,  0.1297,  0.30835,  0.1297
573, 11846,  17.02283,  3.78752, -10.07842, -0.06406, -0.99787,  0.0125,  0.30835,  0.1297,  0.30835,  0.1297
574, 11847,  17.65564,  3.72553, -9.27076, -0.06406, -0.99787,  0.0125,  0.27046,  0.09306,  0.27046,  0.09306
575, 11844,  14.75201,  3.84314, -9.67346, -0.06406, -0.99787,  0.0125,  0.55953,  0.19807,  0.55953,  0.19807
576, 11848,  17.65564,  3.72553, -9.27076, -0.06406, -0.99787,  0.0125,  0.27046,  0.09306,  0.27046,  0.09306
577, 11849,  14.89682,  4.43325, -8.49074, -0.06406, -0.99787,  0.0125,  0.51067,  0.26606,  0.51067,  0.26606
578, 11850,  14.75201,  3.84314, -9.67346, -0.06406, -0.99787,  0.0125,  0.55953,  0.19807,  0.55953,  0.19807
579, 11847,  17.65564,  3.72553, -9.27076, -0.06406, -0.99787,  0.0125,  0.27046,  0.09306,  0.27046,  0.09306
580, 11851,  17.77703,  4.09695, -8.0864, -0.06406, -0.99787,  0.0125,  0.27324,  0.04141,  0.27324,  0.04141
581, 11852,  14.89682,  4.43325, -8.49074, -0.06406, -0.99787,  0.0125,  0.51067,  0.26606,  0.51067,  0.26606
582, 11853,  17.77703,  4.09695, -8.0864, -0.06406, -0.99787,  0.0125,  0.27324,  0.04141,  0.27324,  0.04141
583, 11854,  14.30487,  3.67708, -7.44443, -0.06406, -0.99787,  0.0125,  0.55953,  0.33298,  0.55953,  0.33298
584, 11855,  14.89682,  4.43325, -8.49074, -0.06406, -0.99787,  0.0125,  0.51067,  0.26606,  0.51067,  0.26606
585, 11856,  17.77703,  4.09695, -8.0864, -0.06406, -0.99787,  0.0125,  0.27324,  0.04141,  0.27324,  0.04141
586, 11857,  17.48283,  3.68259, -6.94019, -0.06406, -0.99787,  0.0125,  0.62449,  0.3969,  0.62449,  0.3969
587, 11858,  14.30487,  3.67708, -7.44443, -0.06406, -0.99787,  0.0125,  0.55953,  0.33298,  0.55953,  0.33298
588, 11859,  17.48283,  3.68259, -6.94019, -0.06406, -0.99787,  0.0125,  0.62449,  0.3969,  0.62449,  0.3969
589, 11860,  15.39707,  4.09695, -6.89383, -0.06406, -0.99787,  0.0125,  0.63946,  0.33457,  0.63946,  0.33457
590, 11861,  14.30487,  3.67708, -7.44443, -0.06406, -0.99787,  0.0125,  0.55953,  0.33298,  0.55953,  0.33298
591, 11859,  17.48283,  3.68259, -6.94019, -0.06406, -0.99787,  0.0125,  0.62449,  0.3969,  0.62449,  0.3969
592, 11862,  16.41892,  3.8365, -6.63208, -0.06406, -0.99787,  0.0125,  0.69786,  0.36858,  0.69786,  0.36858
593, 11860,  15.39707,  4.09695, -6.89383, -0.06406, -0.99787,  0.0125,  0.63946,  0.33457,  0.63946,  0.33457
594, 11863,  15.80408,  4.86744, -9.79372,  0.01031, -0.99993,  0.00572,  0.48965,  0.70915,  0.48965,  0.70915
595, 11864,  16.722,  4.43083, -10.17134,  0.01031, -0.99993,  0.00572,  0.55144,  0.7163,  0.55144,  0.7163
596, 11865,  17.41569,  5.18516, -8.98183,  0.01031, -0.99993,  0.00572,  0.55144,  0.80549,  0.55144,  0.80549
597, 11866,  17.41569,  5.18516, -8.98183,  0.01031, -0.99993,  0.00572,  0.55144,  0.80549,  0.55144,  0.80549
598, 11867,  15.2102,  5.17613, -9.12453,  0.01031, -0.99993,  0.00572,  0.87436,  0.62958,  0.87436,  0.62958
599, 11868,  15.80408,  4.86744, -9.79372,  0.01031, -0.99993,  0.00572,  0.48965,  0.70915,  0.48965,  0.70915
600, 11866,  17.41569,  5.18516, -8.98183,  0.01031, -0.99993,  0.00572,  0.55144,  0.80549,  0.55144,  0.80549
601, 11869,  14.36387,  4.57208, -8.52116,  0.01031, -0.99993,  0.00572,  0.89405,  0.69045,  0.89405,  0.69045
602, 11867,  15.2102,  5.17613, -9.12453,  0.01031, -0.99993,  0.00572,  0.87436,  0.62958,  0.87436,  0.62958
603, 11870,  17.41569,  5.18516, -8.98183,  0.01031, -0.99993,  0.00572,  0.55144,  0.80549,  0.55144,  0.80549
604, 11871,  17.81536,  4.5685, -8.20627,  0.01031, -0.99993,  0.00572,  0.11595,  0.73596,  0.11595,  0.73596
605, 11872,  14.36387,  4.57208, -8.52116,  0.01031, -0.99993,  0.00572,  0.89405,  0.69045,  0.89405,  0.69045
606, 11871,  17.81536,  4.5685, -8.20627,  0.01031, -0.99993,  0.00572,  0.11595,  0.73596,  0.11595,  0.73596
607, 11873,  15.09392,  5.1018, -7.66485,  0.01031, -0.99993,  0.00572,  0.84827,  0.09975,  0.84827,  0.09975
608, 11872,  14.36387,  4.57208, -8.52116,  0.01031, -0.99993,  0.00572,  0.89405,  0.69045,  0.89405,  0.69045
609, 11874,  17.81536,  4.5685, -8.20627,  0.01031, -0.99993,  0.00572,  0.11595,  0.73596,  0.11595,  0.73596
610, 11875,  17.07769,  5.20386, -7.53295,  0.01031, -0.99993,  0.00572,  0.18873,  0.75159,  0.18873,  0.75159
611, 11876,  15.09392,  5.1018, -7.66485,  0.01031, -0.99993,  0.00572,  0.84827,  0.09975,  0.84827,  0.09975
612, 11875,  17.07769,  5.20386, -7.53295,  0.01031, -0.99993,  0.00572,  0.18873,  0.75159,  0.18873,  0.75159
613, 11877,  15.45484,  4.53743, -6.73694,  0.01031, -0.99993,  0.00572,  0.87122,  0.15748,  0.87122,  0.15748
614, 11876,  15.09392,  5.1018, -7.66485,  0.01031, -0.99993,  0.00572,  0.84827,  0.09975,  0.84827,  0.09975
615, 11875,  17.07769,  5.20386, -7.53295,  0.01031, -0.99993,  0.00572,  0.18873,  0.75159,  0.18873,  0.75159
616, 11878,  16.50357,  4.86744, -6.91565,  0.01031, -0.99993,  0.00572,  0.93563,  0.15069,  0.93563,  0.15069
617, 11877,  15.45484,  4.53743, -6.73694,  0.01031, -0.99993,  0.00572,  0.87122,  0.15748,  0.87122,  0.15748
618, 11879,  15.30269,  6.00238, -8.96187,  0.01825, -0.99427, -0.10532,  0.87921,  0.29582,  0.87921,  0.29582
619, 11880,  15.92525,  5.41254, -9.86719,  0.01825, -0.99427, -0.10532,  0.87014,  0.69638,  0.87014,  0.69638
620, 11881,  16.48051,  6.09112, -9.28635,  0.01825, -0.99427, -0.10532,  0.92825,  0.72602,  0.92825,  0.72602
621, 11881,  16.48051,  6.09112, -9.28635,  0.01825, -0.99427, -0.10532,  0.92825,  0.72602,  0.92825,  0.72602
622, 11882,  17.15213,  5.82993, -9.0058,  0.01825, -0.99427, -0.10532,  0.96565,  0.69664,  0.96565,  0.69664
623, 11879,  15.30269,  6.00238, -8.96187,  0.01825, -0.99427, -0.10532,  0.87921,  0.29582,  0.87921,  0.29582
624, 11883,  17.15213,  5.82993, -9.0058,  0.01825, -0.99427, -0.10532,  0.96565,  0.69664,  0.96565,  0.69664
625, 11884,  17.69051,  5.24302, -8.09019,  0.01825, -0.99427, -0.10532,  0.00126,  0.58053,  0.00126,  0.58053
626, 11885,  15.30269,  6.00238, -8.96187,  0.01825, -0.99427, -0.10532,  0.87921,  0.29582,  0.87921,  0.29582
627, 11886,  17.69051,  5.24302, -8.09019,  0.01825, -0.99427, -0.10532,  0.00126,  0.58053,  0.00126,  0.58053
628, 11887,  14.55406,  5.33806, -8.62259,  0.01825, -0.99427, -0.10532,  0.88332,  0.35295,  0.88332,  0.35295
629, 11888,  15.30269,  6.00238, -8.96187,  0.01825, -0.99427, -0.10532,  0.87921,  0.29582,  0.87921,  0.29582
630, 11886,  17.69051,  5.24302, -8.09019,  0.01825, -0.99427, -0.10532,  0.00126,  0.58053,  0.00126,  0.58053
631, 11889,  14.90995,  5.43797, -7.53124,  0.01825, -0.99427, -0.10532,  0.879,  0.36868,  0.879,  0.36868
632, 11887,  14.55406,  5.33806, -8.62259,  0.01825, -0.99427, -0.10532,  0.88332,  0.35295,  0.88332,  0.35295
633, 11886,  17.69051,  5.24302, -8.09019,  0.01825, -0.99427, -0.10532,  0.00126,  0.58053,  0.00126,  0.58053
634, 11890,  17.16271,  5.67542, -7.47471,  0.01825, -0.99427, -0.10532,  0.05828,  0.58689,  0.05828,  0.58689
635, 11889,  14.90995,  5.43797, -7.53124,  0.01825, -0.99427, -0.10532,  0.879,  0.36868,  0.879,  0.36868
636, 11890,  17.16271,  5.67542, -7.47471,  0.01825, -0.99427, -0.10532,  0.05828,  0.58689,  0.05828,  0.58689
637, 11891,  15.65843,  5.83235, -7.21636,  0.01825, -0.99427, -0.10532,  0.83884,  0.40796,  0.83884,  0.40796
638, 11889,  14.90995,  5.43797, -7.53124,  0.01825, -0.99427, -0.10532,  0.879,  0.36868,  0.879,  0.36868
639, 11892,  17.16271,  5.67542, -7.47471,  0.01825, -0.99427, -0.10532,  0.05828,  0.58689,  0.05828,  0.58689
640, 11893,  16.44027,  5.40226, -6.83615,  0.01825, -0.99427, -0.10532,  0.10932,  0.5517,  0.10932,  0.5517
641, 11894,  15.65843,  5.83235, -7.21636,  0.01825, -0.99427, -0.10532,  0.83884,  0.40796,  0.83884,  0.40796
642, 1305, -10.66068,  5.02935, -17.28201, -0.84422,  0.39614, -0.36105,  0.68172,  0.21772,  0.68172,  0.21772
643, 1304, -10.97359,  5.40528, -16.13789, -0.84422,  0.39614, -0.36105,  0.75612,  0.21003,  0.75612,  0.21003
644, 1299, -9.43606,  8.5048, -16.33223, -0.84422,  0.39614, -0.36105,  0.75612,  0.00,  0.75612,  0.00
645, 1282, -8.7835,  6.50588, -17.45105,  0.26778,  0.39158, -0.88032,  0.87781,  0.74266,  0.87781,  0.74266
646, 1296, -9.76576,  6.87693, -17.58479,  0.26778,  0.39158, -0.88032,  0.84106,  0.78392,  0.84106,  0.78392
647, 1281, -9.43606,  9.46738, -16.33223,  0.26778,  0.39158, -0.88032,  0.94103,  0.92753,  0.94103,  0.92753
648, 1283, -8.99478,  8.11604, -17.2296,  0.19552,  0.3936, -0.89825,  0.11119,  0.87087,  0.11119,  0.87087
649, 1285, -9.75856,  8.38315, -17.2788,  0.19552,  0.3936, -0.89825,  0.09132,  0.90621,  0.09132,  0.90621
650, 1298, -9.43606,  10.38315, -16.33223,  0.19552,  0.3936, -0.89825,  0.18899,  0.99901,  0.18899,  0.99901
651, 1306, -9.6304,  5.40528, -17.86976, -0.55976,  0.39614, -0.72783,  0.6305,  0.16849,  0.6305,  0.16849
652, 11965, -10.66068,  5.02935, -17.28201, -0.55976,  0.39614, -0.72783,  0.68172,  0.21772,  0.68172,  0.21772
653, 11966, -9.43606,  8.5048, -16.33223, -0.55976,  0.39614, -0.72783,  0.75612,  0.00,  0.75612,  0.00
654, 1284, -8.18351,  6.87693, -16.66192,  0.63441,  0.39158, -0.66648,  0.94103,  0.75321,  0.94103,  0.75321
655, 11967, -8.7835,  6.50588, -17.45105,  0.63441,  0.39158, -0.66648,  0.87781,  0.74266,  0.87781,  0.74266
656, 11968, -9.43606,  9.46738, -16.33223,  0.63441,  0.39158, -0.66648,  0.94103,  0.92753,  0.94103,  0.92753
657, 11969, -9.75856,  8.38315, -17.2788, -0.71356,  0.39039, -0.58174,  0.99995,  0.15921,  0.99995,  0.15921
658, 1287, -10.33343,  8.08534, -16.77352, -0.71356,  0.39039, -0.58174,  0.95125,  0.15119,  0.95125,  0.15119
659, 11970, -9.43606,  10.38315, -16.33223, -0.71356,  0.39039, -0.58174,  0.99995,  0.29477,  0.99995,  0.29477
660, 1303, -10.38584,  4.94708, -15.10761, -0.38511,  0.39062,  0.83613,  0.42098,  0.53084,  0.42098,  0.53084
661, 1302, -9.24173,  5.40528, -14.7947, -0.38511,  0.39062,  0.83613,  0.3734,  0.58262,  0.3734,  0.58262
662, 11971, -9.43606,  8.5048, -16.33223, -0.38511,  0.39062,  0.83613,  0.49718,  0.75238,  0.49718,  0.75238
663, 1286, -8.31724,  6.51544, -15.67967,  0.88101,  0.39235,  0.26434,  0.8722,  0.55718,  0.8722,  0.55718
664, 11972, -8.18351,  6.87693, -16.66192,  0.88101,  0.39235,  0.26434,  0.84421,  0.59164,  0.84421,  0.59164
665, 11973, -9.43606,  9.46738, -16.33223,  0.88101,  0.39235,  0.26434,  0.93129,  0.7423,  0.93129,  0.7423
666, 11974, -10.33343,  8.08534, -16.77352, -0.89639,  0.39039, -0.20996,  0.95125,  0.15119,  0.95125,  0.15119
667, 1289, -10.38264,  8.38315, -16.00973, -0.89639,  0.39039, -0.20996,  0.91868,  0.18615,  0.91868,  0.18615
668, 11975, -9.43606,  10.38315, -16.33223, -0.89639,  0.39039, -0.20996,  0.99995,  0.29477,  0.99995,  0.29477
669, 11976, -9.24173,  5.40528, -14.7947,  0.55623,  0.39702,  0.73005,  0.30839,  0.71107,  0.30839,  0.71107
670, 1301, -8.21145,  5.0426, -15.38245,  0.55623,  0.39702,  0.73005,  0.23517,  0.70023,  0.23517,  0.70023
671, 11977, -9.43606,  8.5048, -16.33223,  0.55623,  0.39702,  0.73005,  0.30839,  0.91575,  0.30839,  0.91575
672, 1288, -9.10637,  6.87693, -15.07967,  0.66383,  0.39235,  0.6367,  0.93129,  0.5717,  0.93129,  0.5717
673, 11978, -8.31724,  6.51544, -15.67967,  0.66383,  0.39235,  0.6367,  0.8722,  0.55718,  0.8722,  0.55718
674, 11979, -9.43606,  9.46738, -16.33223,  0.66383,  0.39235,  0.6367,  0.93129,  0.7423,  0.93129,  0.7423
675, 11980, -10.38264,  8.38315, -16.00973, -0.60506,  0.3976,  0.6898,  0.49718,  0.658,  0.49718,  0.658
676, 1291, -9.87735,  8.15474, -15.43486, -0.60506,  0.3976,  0.6898,  0.54075,  0.67847,  0.54075,  0.67847
677, 11981, -9.43606,  10.38315, -16.33223, -0.60506,  0.3976,  0.6898,  0.54075,  0.53084,  0.54075,  0.53084
678, 11982, -8.21145,  5.0426, -15.38245,  0.84549,  0.39702,  0.35709,  0.23517,  0.70023,  0.23517,  0.70023
679, 1300, -7.89854,  5.40528, -16.52656,  0.84549,  0.39702,  0.35709,  0.19573,  0.73906,  0.19573,  0.73906
680, 11983, -9.43606,  8.5048, -16.33223,  0.84549,  0.39702,  0.35709,  0.30839,  0.91575,  0.30839,  0.91575
681, 1290, -10.08863,  6.55099, -15.21341, -0.25143,  0.3952,  0.88351,  0.58413,  0.75541,  0.58413,  0.75541
682, 11984, -9.10637,  6.87693, -15.07967, -0.25143,  0.3952,  0.88351,  0.54681,  0.79415,  0.54681,  0.79415
683, 11985, -9.43606,  9.46738, -16.33223, -0.25143,  0.3952,  0.88351,  0.64688,  0.93771,  0.64688,  0.93771
684, 11986, -9.87735,  8.15474, -15.43486, -0.17691,  0.3976,  0.90034,  0.91868,  0.1235,  0.91868,  0.1235
685, 1293, -9.11357,  8.38315, -15.38566, -0.17691,  0.3976,  0.90034,  0.96147,  0.12587,  0.96147,  0.12587
686, 11987, -9.43606,  10.38315, -16.33223, -0.17691,  0.3976,  0.90034,  1.00,  0.00,  1.00,  0.00
687, 11988, -7.89854,  5.40528, -16.52656,  0.72619,  0.39549, -0.56236,  0.87983,  0.00828,  0.87983,  0.00828
688, 1307, -8.48629,  5.0195, -17.55684,  0.72619,  0.39549, -0.56236,  0.80461,  0.00,  0.80461,  0.00
689, 11989, -9.43606,  8.5048, -16.33223,  0.72619,  0.39549, -0.56236,  0.87983,  0.21747,  0.87983,  0.21747
690, 1292, -10.68862,  6.87693, -16.00253, -0.64523,  0.3952,  0.65383,  0.64688,  0.76337,  0.64688,  0.76337
691, 11990, -10.08863,  6.55099, -15.21341, -0.64523,  0.3952,  0.65383,  0.58413,  0.75541,  0.58413,  0.75541
692, 11991, -9.43606,  9.46738, -16.33223, -0.64523,  0.3952,  0.65383,  0.64688,  0.93771,  0.64688,  0.93771
693, 11992, -9.11357,  8.38315, -15.38566,  0.71267,  0.39068,  0.58265,  0.96147,  0.12587,  0.96147,  0.12587
694, 1295, -8.5387,  8.08806, -15.89094,  0.71267,  0.39068,  0.58265,  1.00,  0.15119,  1.00,  0.15119
695, 11993, -9.43606,  10.38315, -16.33223,  0.71267,  0.39068,  0.58265,  1.00,  0.00,  1.00,  0.00
696, 1294, -10.55488,  6.53044, -16.98479, -0.88208,  0.39356, -0.25893,  0.4173,  0.75238,  0.4173,  0.75238
697, 11994, -10.68862,  6.87693, -16.00253, -0.88208,  0.39356, -0.25893,  0.3734,  0.7959,  0.3734,  0.7959
698, 11995, -9.43606,  9.46738, -16.33223, -0.88208,  0.39356, -0.25893,  0.47896,  0.93642,  0.47896,  0.93642
699, 11996, -9.76576,  6.87693, -17.58479, -0.65964,  0.39356, -0.6403,  0.47896,  0.76078,  0.47896,  0.76078
700, 11997, -10.55488,  6.53044, -16.98479, -0.65964,  0.39356, -0.6403,  0.4173,  0.75238,  0.4173,  0.75238
701, 11998, -9.43606,  9.46738, -16.33223, -0.65964,  0.39356, -0.6403,  0.47896,  0.93642,  0.47896,  0.93642
702, 11999, -8.5387,  8.08806, -15.89094,  0.89656,  0.39068,  0.2087,  0.18899,  0.84815,  0.18899,  0.84815
703, 1297, -8.48949,  8.38315, -16.65472,  0.89656,  0.39068,  0.2087,  0.15987,  0.86781,  0.15987,  0.86781
704, 12000, -9.43606,  10.38315, -16.33223,  0.89656,  0.39068,  0.2087,  0.18899,  0.99901,  0.18899,  0.99901
705, 12001, -10.97359,  5.40528, -16.13789, -0.71401,  0.39062,  0.58104,  0.49718,  0.54317,  0.49718,  0.54317
706, 12002, -10.38584,  4.94708, -15.10761, -0.71401,  0.39062,  0.58104,  0.42098,  0.53084,  0.42098,  0.53084
707, 12003, -9.43606,  8.5048, -16.33223, -0.71401,  0.39062,  0.58104,  0.49718,  0.75238,  0.49718,  0.75238
708, 12004, -10.55488,  6.53044, -16.98479, -0.00689, -0.99996,  0.00606,  0.84106,  0.7852,  0.84106,  0.7852
709, 12005, -9.76576,  6.87693, -17.58479, -0.00689, -0.99996,  0.00606,  0.7985,  0.74276,  0.7985,  0.74276
710, 12006, -8.7835,  6.50588, -17.45105, -0.00689, -0.99996,  0.00606,  0.73826,  0.74266,  0.73826,  0.74266
711, 12006, -8.7835,  6.50588, -17.45105, -0.00689, -0.99996,  0.00606,  0.73826,  0.74266,  0.73826,  0.74266
712, 12007, -8.18351,  6.87693, -16.66192, -0.00689, -0.99996,  0.00606,  0.69568,  0.78524,  0.69568,  0.78524
713, 12004, -10.55488,  6.53044, -16.98479, -0.00689, -0.99996,  0.00606,  0.84106,  0.7852,  0.84106,  0.7852
714, 12007, -8.18351,  6.87693, -16.66192, -0.00689, -0.99996,  0.00606,  0.69568,  0.78524,  0.69568,  0.78524
715, 12008, -10.68862,  6.87693, -16.00253, -0.00689, -0.99996,  0.00606,  0.84106,  0.8454,  0.84106,  0.8454
716, 12004, -10.55488,  6.53044, -16.98479, -0.00689, -0.99996,  0.00606,  0.84106,  0.7852,  0.84106,  0.7852
717, 12007, -8.18351,  6.87693, -16.66192, -0.00689, -0.99996,  0.00606,  0.69568,  0.78524,  0.69568,  0.78524
718, 12009, -8.31724,  6.51544, -15.67967, -0.00689, -0.99996,  0.00606,  0.69565,  0.84528,  0.69565,  0.84528
719, 12008, -10.68862,  6.87693, -16.00253, -0.00689, -0.99996,  0.00606,  0.84106,  0.8454,  0.84106,  0.8454
720, 12009, -8.31724,  6.51544, -15.67967, -0.00689, -0.99996,  0.00606,  0.69565,  0.84528,  0.69565,  0.84528
721, 12010, -10.08863,  6.55099, -15.21341, -0.00689, -0.99996,  0.00606,  0.79845,  0.88782,  0.79845,  0.88782
722, 12008, -10.68862,  6.87693, -16.00253, -0.00689, -0.99996,  0.00606,  0.84106,  0.8454,  0.84106,  0.8454
723, 12009, -8.31724,  6.51544, -15.67967, -0.00689, -0.99996,  0.00606,  0.69565,  0.84528,  0.69565,  0.84528
724, 12011, -9.10637,  6.87693, -15.07967, -0.00689, -0.99996,  0.00606,  0.73824,  0.88788,  0.73824,  0.88788
725, 12010, -10.08863,  6.55099, -15.21341, -0.00689, -0.99996,  0.00606,  0.79845,  0.88782,  0.79845,  0.88782
726, 12012, -8.48949,  8.38315, -16.65472,  0.59204,  0.3936, -0.70326,  0.15987,  0.86781,  0.15987,  0.86781
727, 12013, -8.99478,  8.11604, -17.2296,  0.59204,  0.3936, -0.70326,  0.11119,  0.87087,  0.11119,  0.87087
728, 12014, -9.43606,  10.38315, -16.33223,  0.59204,  0.3936, -0.70326,  0.18899,  0.99901,  0.18899,  0.99901
729, 12015, -10.33343,  8.08534, -16.77352, -0.00366, -0.99995,  0.00898,  0.80792,  0.92073,  0.80792,  0.92073
730, 12016, -9.75856,  8.38315, -17.2788, -0.00366, -0.99995,  0.00898,  0.77507,  0.88796,  0.77507,  0.88796
731, 12017, -8.99478,  8.11604, -17.2296, -0.00366, -0.99995,  0.00898,  0.72856,  0.88788,  0.72856,  0.88788
732, 12017, -8.99478,  8.11604, -17.2296, -0.00366, -0.99995,  0.00898,  0.72856,  0.88788,  0.72856,  0.88788
733, 12018, -8.48949,  8.38315, -16.65472, -0.00366, -0.99995,  0.00898,  0.69569,  0.92075,  0.69569,  0.92075
734, 12015, -10.33343,  8.08534, -16.77352, -0.00366, -0.99995,  0.00898,  0.80792,  0.92073,  0.80792,  0.92073
735, 12018, -8.48949,  8.38315, -16.65472, -0.00366, -0.99995,  0.00898,  0.69569,  0.92075,  0.69569,  0.92075
