VTX, IDX, POSITION.x, POSITION.y, POSITION.z, TEXCOORD0.x, TEXCOORD0.y
0, 0, -0.11371,  0.23864, -0.04823,  0.03812,  0.18749
1, 1, -0.10394,  0.23928, -0.05321,  0.0417,  0.17954
2, 2, -0.108,  0.25177, -0.04655,  0.03573,  0.18018
3, 0, -0.11371,  0.23864, -0.04823,  0.03812,  0.18749
4, 2, -0.108,  0.25177, -0.04655,  0.03573,  0.18018
5, 3, -0.11545,  0.25049, -0.04362,  0.03372,  0.18557
6, 2, -0.108,  0.25177, -0.04655,  0.03573,  0.18018
7, 4, -0.11721,  0.26143, -0.03399,  0.02613,  0.1851
8, 3, -0.11545,  0.25049, -0.04362,  0.03372,  0.18557
9, 2, -0.108,  0.25177, -0.04655,  0.03573,  0.18018
10, 5, -0.10976,  0.26242, -0.03613,  0.02809,  0.18015
11, 4, -0.11721,  0.26143, -0.03399,  0.02613,  0.1851
12, 6, -0.11991,  0.27011, -0.02257,  0.0177,  0.18621
13, 4, -0.11721,  0.26143, -0.03399,  0.02613,  0.1851
14, 5, -0.10976,  0.26242, -0.03613,  0.02809,  0.18015
15, 6, -0.11991,  0.27011, -0.02257,  0.0177,  0.18621
16, 5, -0.10976,  0.26242, -0.03613,  0.02809,  0.18015
17, 7, -0.10946,  0.27346, -0.02292,  0.01851,  0.1795
18, 8, -0.11217,  0.27898, -0.01055,  0.0108,  0.181
19, 6, -0.11991,  0.27011, -0.02257,  0.0177,  0.18621
20, 7, -0.10946,  0.27346, -0.02292,  0.01851,  0.1795
21, 8, -0.11217,  0.27898, -0.01055,  0.0108,  0.181
22, 9, -0.12185,  0.27444, -0.01069,  0.01065,  0.18724
23, 6, -0.11991,  0.27011, -0.02257,  0.0177,  0.18621
24, 10, -0.12296,  0.25093, -0.03454,  0.02802,  0.19133
25, 3, -0.11545,  0.25049, -0.04362,  0.03372,  0.18557
26, 4, -0.11721,  0.26143, -0.03399,  0.02613,  0.1851
27, 10, -0.12296,  0.25093, -0.03454,  0.02802,  0.19133
28, 4, -0.11721,  0.26143, -0.03399,  0.02613,  0.1851
29, 11, -0.12141,  0.25869, -0.03131,  0.02489,  0.18859
30, 11, -0.12141,  0.25869, -0.03131,  0.02489,  0.18859
31, 4, -0.11721,  0.26143, -0.03399,  0.02613,  0.1851
32, 6, -0.11991,  0.27011, -0.02257,  0.0177,  0.18621
33, 9, -0.12185,  0.27444, -0.01069,  0.01065,  0.18724
34, 12, -0.1241,  0.26563, -0.0221,  0.01763,  0.18907
35, 6, -0.11991,  0.27011, -0.02257,  0.0177,  0.18621
36, 11, -0.12141,  0.25869, -0.03131,  0.02489,  0.18859
37, 6, -0.11991,  0.27011, -0.02257,  0.0177,  0.18621
38, 12, -0.1241,  0.26563, -0.0221,  0.01763,  0.18907
39, 9, -0.12185,  0.27444, -0.01069,  0.01065,  0.18724
40, 13, -0.12539,  0.26968, -0.01063,  0.01078,  0.1897
41, 12, -0.1241,  0.26563, -0.0221,  0.01763,  0.18907
42, 11, -0.12141,  0.25869, -0.03131,  0.02489,  0.18859
43, 12, -0.1241,  0.26563, -0.0221,  0.01763,  0.18907
44, 14, -0.12667,  0.25381, -0.02299,  0.02013,  0.19447
45, 11, -0.12141,  0.25869, -0.03131,  0.02489,  0.18859
46, 14, -0.12667,  0.25381, -0.02299,  0.02013,  0.19447
47, 10, -0.12296,  0.25093, -0.03454,  0.02802,  0.19133
48, 13, -0.12539,  0.26968, -0.01063,  0.01078,  0.1897
49, 14, -0.12667,  0.25381, -0.02299,  0.02013,  0.19447
50, 12, -0.1241,  0.26563, -0.0221,  0.01763,  0.18907
51, 13, -0.12539,  0.26968, -0.01063,  0.01078,  0.1897
52, 15, -0.1285,  0.25519, -0.01088,  0.01232,  0.19719
53, 14, -0.12667,  0.25381, -0.02299,  0.02013,  0.19447
54, 16, -0.10315,  0.27999, -0.00831,  0.00985,  0.17513
55, 8, -0.11217,  0.27898, -0.01055,  0.0108,  0.181
56, 7, -0.10946,  0.27346, -0.02292,  0.01851,  0.1795
57, 16, -0.10315,  0.27999, -0.00831,  0.00985,  0.17513
58, 7, -0.10946,  0.27346, -0.02292,  0.01851,  0.1795
59, 17, -0.10134,  0.27656, -0.01575,  0.0147,  0.17395
60, 18, -0.09611,  0.27909, -0.00668,  0.00914,  0.1703
61, 16, -0.10315,  0.27999, -0.00831,  0.00985,  0.17513
62, 17, -0.10134,  0.27656, -0.01575,  0.0147,  0.17395
63, 18, -0.09611,  0.27909, -0.00668,  0.00914,  0.1703
64, 17, -0.10134,  0.27656, -0.01575,  0.0147,  0.17395
65, 19, -0.09628,  0.27742, -0.01193,  0.01244,  0.17043
66, 20, -0.09649,  0.27161, -0.01932,  0.01828,  0.17022
67, 17, -0.10134,  0.27656, -0.01575,  0.0147,  0.17395
68, 7, -0.10946,  0.27346, -0.02292,  0.01851,  0.1795
69, 20, -0.09649,  0.27161, -0.01932,  0.01828,  0.17022
70, 7, -0.10946,  0.27346, -0.02292,  0.01851,  0.1795
71, 21, -0.10201,  0.26817, -0.02734,  0.02302,  0.17463
72, 21, -0.10201,  0.26817, -0.02734,  0.02302,  0.17463
73, 7, -0.10946,  0.27346, -0.02292,  0.01851,  0.1795
74, 5, -0.10976,  0.26242, -0.03613,  0.02809,  0.18015
75, 21, -0.10201,  0.26817, -0.02734,  0.02302,  0.17463
76, 5, -0.10976,  0.26242, -0.03613,  0.02809,  0.18015
77, 22, -0.10275,  0.26012, -0.03671,  0.03011,  0.17542
78, 2, -0.108,  0.25177, -0.04655,  0.03573,  0.18018
79, 22, -0.10275,  0.26012, -0.03671,  0.03011,  0.17542
80, 5, -0.10976,  0.26242, -0.03613,  0.02809,  0.18015
81, 2, -0.108,  0.25177, -0.04655,  0.03573,  0.18018
82, 23, -0.10118,  0.25281, -0.04489,  0.03582,  0.17505
83, 22, -0.10275,  0.26012, -0.03671,  0.03011,  0.17542
84, 24, -0.1269,  0.24278, -0.0241,  0.02272,  0.1991
85, 10, -0.12296,  0.25093, -0.03454,  0.02802,  0.19133
86, 14, -0.12667,  0.25381, -0.02299,  0.02013,  0.19447
87, 15, -0.1285,  0.25519, -0.01088,  0.01232,  0.19719
88, 24, -0.1269,  0.24278, -0.0241,  0.02272,  0.1991
89, 14, -0.12667,  0.25381, -0.02299,  0.02013,  0.19447
90, 24, -0.1269,  0.24278, -0.0241,  0.02272,  0.1991
91, 25, -0.12209,  0.2406, -0.03701,  0.03153,  0.19426
92, 10, -0.12296,  0.25093, -0.03454,  0.02802,  0.19133
93, 25, -0.12209,  0.2406, -0.03701,  0.03153,  0.19426
94, 3, -0.11545,  0.25049, -0.04362,  0.03372,  0.18557
95, 10, -0.12296,  0.25093, -0.03454,  0.02802,  0.19133
96, 25, -0.12209,  0.2406, -0.03701,  0.03153,  0.19426
97, 0, -0.11371,  0.23864, -0.04823,  0.03812,  0.18749
98, 3, -0.11545,  0.25049, -0.04362,  0.03372,  0.18557
99, 15, -0.1285,  0.25519, -0.01088,  0.01232,  0.19719
100, 26, -0.12962,  0.24366, -0.01154,  0.01358,  0.20176
101, 24, -0.1269,  0.24278, -0.0241,  0.02272,  0.1991
102, 23, -0.10118,  0.25281, -0.04489,  0.03582,  0.17505
103, 2, -0.108,  0.25177, -0.04655,  0.03573,  0.18018
104, 1, -0.10394,  0.23928, -0.05321,  0.0417,  0.17954
105, 23, -0.10118,  0.25281, -0.04489,  0.03582,  0.17505
106, 1, -0.10394,  0.23928, -0.05321,  0.0417,  0.17954
107, 27, -0.0978,  0.24317, -0.05191,  0.04048,  0.17399
108, 28, -0.08941,  0.2766, -0.00667,  0.00945,  0.16535
109, 18, -0.09611,  0.27909, -0.00668,  0.00914,  0.1703
110, 19, -0.09628,  0.27742, -0.01193,  0.01244,  0.17043
111, 18, -0.09611,  0.27909, -0.00668,  0.00914,  0.1703
112, 28, -0.08941,  0.2766, -0.00667,  0.00945,  0.16535
113, 29, -0.08872,  0.27739,  0.00017,  0.0051,  0.16489
114, 18, -0.09611,  0.27909, -0.00668,  0.00914,  0.1703
115, 29, -0.08872,  0.27739,  0.00017,  0.0051,  0.16489
116, 30, -0.09605,  0.27992,  0.00017,  0.00509,  0.17024
117, 16, -0.10315,  0.27999, -0.00831,  0.00985,  0.17513
118, 18, -0.09611,  0.27909, -0.00668,  0.00914,  0.1703
119, 30, -0.09605,  0.27992,  0.00017,  0.00509,  0.17024
120, 16, -0.10315,  0.27999, -0.00831,  0.00985,  0.17513
121, 30, -0.09605,  0.27992,  0.00017,  0.00509,  0.17024
122, 31, -0.1037,  0.28121,  0.00017,  0.00508,  0.17546
123, 28, -0.08941,  0.2766, -0.00667,  0.00945,  0.16535
124, 19, -0.09628,  0.27742, -0.01193,  0.01244,  0.17043
125, 32, -0.09164,  0.27459, -0.01311,  0.01381,  0.16682
126, 32, -0.09164,  0.27459, -0.01311,  0.01381,  0.16682
127, 19, -0.09628,  0.27742, -0.01193,  0.01244,  0.17043
128, 17, -0.10134,  0.27656, -0.01575,  0.0147,  0.17395
129, 32, -0.09164,  0.27459, -0.01311,  0.01381,  0.16682
130, 17, -0.10134,  0.27656, -0.01575,  0.0147,  0.17395
131, 20, -0.09649,  0.27161, -0.01932,  0.01828,  0.17022
132, 8, -0.11217,  0.27898, -0.01055,  0.0108,  0.181
133, 16, -0.10315,  0.27999, -0.00831,  0.00985,  0.17513
134, 31, -0.1037,  0.28121,  0.00017,  0.00508,  0.17546
135, 8, -0.11217,  0.27898, -0.01055,  0.0108,  0.181
136, 31, -0.1037,  0.28121,  0.00017,  0.00508,  0.17546
137, 33, -0.113,  0.28048,  0.00017,  0.00508,  0.18139
138, 9, -0.12185,  0.27444, -0.01069,  0.01065,  0.18724
139, 8, -0.11217,  0.27898, -0.01055,  0.0108,  0.181
140, 33, -0.113,  0.28048,  0.00017,  0.00508,  0.18139
141, 9, -0.12185,  0.27444, -0.01069,  0.01065,  0.18724
142, 33, -0.113,  0.28048,  0.00017,  0.00508,  0.18139
143, 34, -0.12267,  0.2758,  0.00017,  0.00507,  0.1875
144, 13, -0.12539,  0.26968, -0.01063,  0.01078,  0.1897
145, 9, -0.12185,  0.27444, -0.01069,  0.01065,  0.18724
146, 34, -0.12267,  0.2758,  0.00017,  0.00507,  0.1875
147, 13, -0.12539,  0.26968, -0.01063,  0.01078,  0.1897
148, 34, -0.12267,  0.2758,  0.00017,  0.00507,  0.1875
149, 35, -0.12609,  0.271,  0.00017,  0.00508,  0.18983
150, 15, -0.1285,  0.25519, -0.01088,  0.01232,  0.19719
151, 13, -0.12539,  0.26968, -0.01063,  0.01078,  0.1897
152, 35, -0.12609,  0.271,  0.00017,  0.00508,  0.18983
153, 15, -0.1285,  0.25519, -0.01088,  0.01232,  0.19719
154, 35, -0.12609,  0.271,  0.00017,  0.00508,  0.18983
155, 36, -0.12957,  0.25534,  0.00017,  0.00508,  0.19812
156, 26, -0.12962,  0.24366, -0.01154,  0.01358,  0.20176
157, 15, -0.1285,  0.25519, -0.01088,  0.01232,  0.19719
158, 36, -0.12957,  0.25534,  0.00017,  0.00508,  0.19812
159, 26, -0.12962,  0.24366, -0.01154,  0.01358,  0.20176
160, 36, -0.12957,  0.25534,  0.00017,  0.00508,  0.19812
161, 37, -0.13096,  0.24353,  0.00018,  0.00508,  0.20239
162, 26, -0.12962,  0.24366, -0.01154,  0.01358,  0.20176
163, 37, -0.13096,  0.24353,  0.00018,  0.00508,  0.20239
164, 38, -0.13089,  0.24131,  0.00018,  0.00509,  0.20275
165, 26, -0.12962,  0.24366, -0.01154,  0.01358,  0.20176
166, 38, -0.13089,  0.24131,  0.00018,  0.00509,  0.20275
167, 39, -0.1294,  0.24088, -0.01168,  0.01379,  0.20241
168, 24, -0.1269,  0.24278, -0.0241,  0.02272,  0.1991
169, 26, -0.12962,  0.24366, -0.01154,  0.01358,  0.20176
170, 39, -0.1294,  0.24088, -0.01168,  0.01379,  0.20241
171, 24, -0.1269,  0.24278, -0.0241,  0.02272,  0.1991
172, 39, -0.1294,  0.24088, -0.01168,  0.01379,  0.20241
173, 40, -0.12642,  0.24005, -0.02434,  0.0233,  0.20006
174, 25, -0.12209,  0.2406, -0.03701,  0.03153,  0.19426
175, 24, -0.1269,  0.24278, -0.0241,  0.02272,  0.1991
176, 40, -0.12642,  0.24005, -0.02434,  0.0233,  0.20006
177, 25, -0.12209,  0.2406, -0.03701,  0.03153,  0.19426
178, 40, -0.12642,  0.24005, -0.02434,  0.0233,  0.20006
179, 41, -0.12129,  0.23854, -0.03742,  0.03232,  0.19488
180, 0, -0.11371,  0.23864, -0.04823,  0.03812,  0.18749
181, 25, -0.12209,  0.2406, -0.03701,  0.03153,  0.19426
182, 41, -0.12129,  0.23854, -0.03742,  0.03232,  0.19488
183, 0, -0.11371,  0.23864, -0.04823,  0.03812,  0.18749
184, 41, -0.12129,  0.23854, -0.03742,  0.03232,  0.19488
185, 42, -0.11297,  0.23659, -0.04933,  0.03945,  0.18768
186, 1, -0.10394,  0.23928, -0.05321,  0.0417,  0.17954
187, 0, -0.11371,  0.23864, -0.04823,  0.03812,  0.18749
188, 42, -0.11297,  0.23659, -0.04933,  0.03945,  0.18768
189, 1, -0.10394,  0.23928, -0.05321,  0.0417,  0.17954
190, 42, -0.11297,  0.23659, -0.04933,  0.03945,  0.18768
191, 43, -0.10318,  0.23719, -0.05444,  0.04294,  0.17949
192, 27, -0.0978,  0.24317, -0.05191,  0.04048,  0.17399
193, 1, -0.10394,  0.23928, -0.05321,  0.0417,  0.17954
194, 43, -0.10318,  0.23719, -0.05444,  0.04294,  0.17949
195, 27, -0.0978,  0.24317, -0.05191,  0.04048,  0.17399
196, 43, -0.10318,  0.23719, -0.05444,  0.04294,  0.17949
197, 44, -0.09639,  0.24144, -0.05313,  0.04116,  0.17388
198, 45, -0.0964,  0.24487, -0.05073,  0.03951,  0.17309
199, 27, -0.0978,  0.24317, -0.05191,  0.04048,  0.17399
200, 44, -0.09639,  0.24144, -0.05313,  0.04116,  0.17388
201, 45, -0.0964,  0.24487, -0.05073,  0.03951,  0.17309
202, 44, -0.09639,  0.24144, -0.05313,  0.04116,  0.17388
203, 46, -0.09511,  0.24317, -0.05193,  0.04031,  0.17282
204, 47, -0.0941,  0.24872, -0.04809,  0.03818,  0.16918
205, 45, -0.0964,  0.24487, -0.05073,  0.03951,  0.17309
206, 46, -0.09511,  0.24317, -0.05193,  0.04031,  0.17282
207, 48, -0.0958,  0.25466, -0.04138,  0.03387,  0.17064
208, 45, -0.0964,  0.24487, -0.05073,  0.03951,  0.17309
209, 47, -0.0941,  0.24872, -0.04809,  0.03818,  0.16918
210, 49, -0.09206,  0.25807, -0.03638,  0.02981,  0.16777
211, 48, -0.0958,  0.25466, -0.04138,  0.03387,  0.17064
212, 47, -0.0941,  0.24872, -0.04809,  0.03818,  0.16918
213, 50, -0.09522,  0.26302, -0.03041,  0.02591,  0.17015
214, 48, -0.0958,  0.25466, -0.04138,  0.03387,  0.17064
215, 49, -0.09206,  0.25807, -0.03638,  0.02981,  0.16777
216, 50, -0.09522,  0.26302, -0.03041,  0.02591,  0.17015
217, 51, -0.09782,  0.25924, -0.03612,  0.03001,  0.17201
218, 48, -0.0958,  0.25466, -0.04138,  0.03387,  0.17064
219, 50, -0.09522,  0.26302, -0.03041,  0.02591,  0.17015
220, 52, -0.10214,  0.25961, -0.03652,  0.03003,  0.1751
221, 51, -0.09782,  0.25924, -0.03612,  0.03001,  0.17201
222, 50, -0.09522,  0.26302, -0.03041,  0.02591,  0.17015
223, 53, -0.10116,  0.26681, -0.02789,  0.02344,  0.17426
224, 52, -0.10214,  0.25961, -0.03652,  0.03003,  0.1751
225, 54, -0.09564,  0.2703, -0.01984,  0.01859,  0.16979
226, 53, -0.10116,  0.26681, -0.02789,  0.02344,  0.17426
227, 50, -0.09522,  0.26302, -0.03041,  0.02591,  0.17015
228, 54, -0.09564,  0.2703, -0.01984,  0.01859,  0.16979
229, 50, -0.09522,  0.26302, -0.03041,  0.02591,  0.17015
230, 55, -0.08997,  0.26677, -0.02214,  0.02065,  0.1656
231, 55, -0.08997,  0.26677, -0.02214,  0.02065,  0.1656
232, 50, -0.09522,  0.26302, -0.03041,  0.02591,  0.17015
233, 49, -0.09206,  0.25807, -0.03638,  0.02981,  0.16777
234, 55, -0.08997,  0.26677, -0.02214,  0.02065,  0.1656
235, 56, -0.09075,  0.27348, -0.01334,  0.01402,  0.16625
236, 54, -0.09564,  0.2703, -0.01984,  0.01859,  0.16979
237, 55, -0.08997,  0.26677, -0.02214,  0.02065,  0.1656
238, 57, -0.08498,  0.27032, -0.01437,  0.01506,  0.16182
239, 56, -0.09075,  0.27348, -0.01334,  0.01402,  0.16625
240, 51, -0.09782,  0.25924, -0.03612,  0.03001,  0.17201
241, 52, -0.10214,  0.25961, -0.03652,  0.03003,  0.1751
242, 58, -0.10003,  0.25297, -0.04394,  0.03552,  0.1743
243, 51, -0.09782,  0.25924, -0.03612,  0.03001,  0.17201
244, 58, -0.10003,  0.25297, -0.04394,  0.03552,  0.1743
245, 48, -0.0958,  0.25466, -0.04138,  0.03387,  0.17064
246, 48, -0.0958,  0.25466, -0.04138,  0.03387,  0.17064
247, 58, -0.10003,  0.25297, -0.04394,  0.03552,  0.1743
248, 45, -0.0964,  0.24487, -0.05073,  0.03951,  0.17309
249, 58, -0.10003,  0.25297, -0.04394,  0.03552,  0.1743
250, 27, -0.0978,  0.24317, -0.05191,  0.04048,  0.17399
251, 45, -0.0964,  0.24487, -0.05073,  0.03951,  0.17309
252, 49, -0.09206,  0.25807, -0.03638,  0.02981,  0.16777
253, 47, -0.0941,  0.24872, -0.04809,  0.03818,  0.16918
254, 59, -0.09303,  0.248, -0.04851,  0.03866,  0.16866
255, 47, -0.0941,  0.24872, -0.04809,  0.03818,  0.16918
256, 46, -0.09511,  0.24317, -0.05193,  0.04031,  0.17282
257, 59, -0.09303,  0.248, -0.04851,  0.03866,  0.16866
258, 59, -0.09303,  0.248, -0.04851,  0.03866,  0.16866
259, 46, -0.09511,  0.24317, -0.05193,  0.04031,  0.17282
260, 44, -0.09639,  0.24144, -0.05313,  0.04116,  0.17388
261, 60, -0.08174,  0.27223, -0.00697,  0.00992,  0.15964
262, 56, -0.09075,  0.27348, -0.01334,  0.01402,  0.16625
263, 57, -0.08498,  0.27032, -0.01437,  0.01506,  0.16182
264, 60, -0.08174,  0.27223, -0.00697,  0.00992,  0.15964
265, 61, -0.08833,  0.27551, -0.00672,  0.00955,  0.16465
266, 56, -0.09075,  0.27348, -0.01334,  0.01402,  0.16625
267, 61, -0.08833,  0.27551, -0.00672,  0.00955,  0.16465
268, 60, -0.08174,  0.27223, -0.00697,  0.00992,  0.15964
269, 62, -0.0804,  0.27283,  0.00017,  0.00513,  0.15876
270, 61, -0.08833,  0.27551, -0.00672,  0.00955,  0.16465
271, 62, -0.0804,  0.27283,  0.00017,  0.00513,  0.15876
272, 63, -0.08751,  0.27629,  0.00017,  0.00511,  0.16414
273, 64, -0.08838,  0.26571, -0.02348,  0.02075,  0.16481
274, 57, -0.08498,  0.27032, -0.01437,  0.01506,  0.16182
275, 55, -0.08997,  0.26677, -0.02214,  0.02065,  0.1656
276, 55, -0.08997,  0.26677, -0.02214,  0.02065,  0.1656
277, 49, -0.09206,  0.25807, -0.03638,  0.02981,  0.16777
278, 64, -0.08838,  0.26571, -0.02348,  0.02075,  0.16481
279, 64, -0.08838,  0.26571, -0.02348,  0.02075,  0.16481
280, 65, -0.08367,  0.26964, -0.01479,  0.01503,  0.1611
281, 57, -0.08498,  0.27032, -0.01437,  0.01506,  0.16182
282, 65, -0.08367,  0.26964, -0.01479,  0.01503,  0.1611
283, 60, -0.08174,  0.27223, -0.00697,  0.00992,  0.15964
284, 57, -0.08498,  0.27032, -0.01437,  0.01506,  0.16182
285, 65, -0.08367,  0.26964, -0.01479,  0.01503,  0.1611
286, 66, -0.08054,  0.27157, -0.00716,  0.00992,  0.15895
287, 60, -0.08174,  0.27223, -0.00697,  0.00992,  0.15964
288, 66, -0.08054,  0.27157, -0.00716,  0.00992,  0.15895
289, 62, -0.0804,  0.27283,  0.00017,  0.00513,  0.15876
290, 60, -0.08174,  0.27223, -0.00697,  0.00992,  0.15964
291, 66, -0.08054,  0.27157, -0.00716,  0.00992,  0.15895
292, 67, -0.07909,  0.27219,  0.00017,  0.00514,  0.15807
293, 62, -0.0804,  0.27283,  0.00017,  0.00513,  0.15876
294, 52, -0.10214,  0.25961, -0.03652,  0.03003,  0.1751
295, 23, -0.10118,  0.25281, -0.04489,  0.03582,  0.17505
296, 58, -0.10003,  0.25297, -0.04394,  0.03552,  0.1743
297, 58, -0.10003,  0.25297, -0.04394,  0.03552,  0.1743
298, 23, -0.10118,  0.25281, -0.04489,  0.03582,  0.17505
299, 27, -0.0978,  0.24317, -0.05191,  0.04048,  0.17399
300, 54, -0.09564,  0.2703, -0.01984,  0.01859,  0.16979
301, 56, -0.09075,  0.27348, -0.01334,  0.01402,  0.16625
302, 32, -0.09164,  0.27459, -0.01311,  0.01381,  0.16682
303, 61, -0.08833,  0.27551, -0.00672,  0.00955,  0.16465
304, 32, -0.09164,  0.27459, -0.01311,  0.01381,  0.16682
305, 56, -0.09075,  0.27348, -0.01334,  0.01402,  0.16625
306, 61, -0.08833,  0.27551, -0.00672,  0.00955,  0.16465
307, 28, -0.08941,  0.2766, -0.00667,  0.00945,  0.16535
308, 32, -0.09164,  0.27459, -0.01311,  0.01381,  0.16682
309, 28, -0.08941,  0.2766, -0.00667,  0.00945,  0.16535
310, 61, -0.08833,  0.27551, -0.00672,  0.00955,  0.16465
311, 63, -0.08751,  0.27629,  0.00017,  0.00511,  0.16414
312, 28, -0.08941,  0.2766, -0.00667,  0.00945,  0.16535
313, 63, -0.08751,  0.27629,  0.00017,  0.00511,  0.16414
314, 29, -0.08872,  0.27739,  0.00017,  0.0051,  0.16489
315, 68, -0.08605,  0.2653, -0.02534,  0.02086,  0.16373
316, 65, -0.08367,  0.26964, -0.01479,  0.01503,  0.1611
317, 64, -0.08838,  0.26571, -0.02348,  0.02075,  0.16481
318, 49, -0.09206,  0.25807, -0.03638,  0.02981,  0.16777
319, 68, -0.08605,  0.2653, -0.02534,  0.02086,  0.16373
320, 64, -0.08838,  0.26571, -0.02348,  0.02075,  0.16481
321, 49, -0.09206,  0.25807, -0.03638,  0.02981,  0.16777
322, 69, -0.0883,  0.25731, -0.03874,  0.02979,  0.16548
323, 68, -0.08605,  0.2653, -0.02534,  0.02086,  0.16373
324, 68, -0.08605,  0.2653, -0.02534,  0.02086,  0.16373
325, 69, -0.0883,  0.25731, -0.03874,  0.02979,  0.16548
326, 70, -0.0789,  0.25522, -0.04593,  0.03228,  0.15847
327, 68, -0.08605,  0.2653, -0.02534,  0.02086,  0.16373
328, 70, -0.0789,  0.25522, -0.04593,  0.03228,  0.15847
329, 71, -0.07604,  0.26331, -0.03203,  0.024,  0.1565
330, 69, -0.0883,  0.25731, -0.03874,  0.02979,  0.16548
331, 72, -0.08239,  0.24163, -0.06119,  0.04208,  0.16134
332, 70, -0.0789,  0.25522, -0.04593,  0.03228,  0.15847
333, 69, -0.0883,  0.25731, -0.03874,  0.02979,  0.16548
334, 73, -0.09051,  0.24738, -0.05069,  0.03973,  0.16775
335, 72, -0.08239,  0.24163, -0.06119,  0.04208,  0.16134
336, 73, -0.09051,  0.24738, -0.05069,  0.03973,  0.16775
337, 69, -0.0883,  0.25731, -0.03874,  0.02979,  0.16548
338, 49, -0.09206,  0.25807, -0.03638,  0.02981,  0.16777
339, 74, -0.09573,  0.23999, -0.05524,  0.04229,  0.1733
340, 72, -0.08239,  0.24163, -0.06119,  0.04208,  0.16134
341, 73, -0.09051,  0.24738, -0.05069,  0.03973,  0.16775
342, 74, -0.09573,  0.23999, -0.05524,  0.04229,  0.1733
343, 75, -0.09319,  0.23536, -0.0628,  0.04516,  0.17068
344, 72, -0.08239,  0.24163, -0.06119,  0.04208,  0.16134
345, 76, -0.07314,  0.2675, -0.01997,  0.01735,  0.1543
346, 68, -0.08605,  0.2653, -0.02534,  0.02086,  0.16373
347, 71, -0.07604,  0.26331, -0.03203,  0.024,  0.1565
348, 76, -0.07314,  0.2675, -0.01997,  0.01735,  0.1543
349, 77, -0.08193,  0.26939, -0.01573,  0.01502,  0.16037
350, 68, -0.08605,  0.2653, -0.02534,  0.02086,  0.16373
351, 59, -0.09303,  0.248, -0.04851,  0.03866,  0.16866
352, 74, -0.09573,  0.23999, -0.05524,  0.04229,  0.1733
353, 73, -0.09051,  0.24738, -0.05069,  0.03973,  0.16775
354, 73, -0.09051,  0.24738, -0.05069,  0.03973,  0.16775
355, 49, -0.09206,  0.25807, -0.03638,  0.02981,  0.16777
356, 59, -0.09303,  0.248, -0.04851,  0.03866,  0.16866
357, 59, -0.09303,  0.248, -0.04851,  0.03866,  0.16866
358, 44, -0.09639,  0.24144, -0.05313,  0.04116,  0.17388
359, 74, -0.09573,  0.23999, -0.05524,  0.04229,  0.1733
360, 44, -0.09639,  0.24144, -0.05313,  0.04116,  0.17388
361, 78, -0.10313,  0.23631, -0.0558,  0.04415,  0.1796
362, 74, -0.09573,  0.23999, -0.05524,  0.04229,  0.1733
363, 44, -0.09639,  0.24144, -0.05313,  0.04116,  0.17388
364, 43, -0.10318,  0.23719, -0.05444,  0.04294,  0.17949
365, 78, -0.10313,  0.23631, -0.0558,  0.04415,  0.1796
366, 43, -0.10318,  0.23719, -0.05444,  0.04294,  0.17949
367, 79, -0.11316,  0.2358, -0.05031,  0.04021,  0.18835
368, 78, -0.10313,  0.23631, -0.0558,  0.04415,  0.1796
369, 80, -0.11499,  0.23293, -0.05423,  0.04213,  0.18954
370, 78, -0.10313,  0.23631, -0.0558,  0.04415,  0.1796
371, 79, -0.11316,  0.2358, -0.05031,  0.04021,  0.18835
372, 80, -0.11499,  0.23293, -0.05423,  0.04213,  0.18954
373, 81, -0.10349,  0.23324, -0.06117,  0.04573,  0.18008
374, 78, -0.10313,  0.23631, -0.0558,  0.04415,  0.1796
375, 81, -0.10349,  0.23324, -0.06117,  0.04573,  0.18008
376, 75, -0.09319,  0.23536, -0.0628,  0.04516,  0.17068
377, 74, -0.09573,  0.23999, -0.05524,  0.04229,  0.1733
378, 81, -0.10349,  0.23324, -0.06117,  0.04573,  0.18008
379, 74, -0.09573,  0.23999, -0.05524,  0.04229,  0.1733
380, 78, -0.10313,  0.23631, -0.0558,  0.04415,  0.1796
381, 81, -0.10349,  0.23324, -0.06117,  0.04573,  0.18008
382, 80, -0.11499,  0.23293, -0.05423,  0.04213,  0.18954
383, 82, -0.11726,  0.2279, -0.06119,  0.04541,  0.19195
384, 81, -0.10349,  0.23324, -0.06117,  0.04573,  0.18008
385, 82, -0.11726,  0.2279, -0.06119,  0.04541,  0.19195
386, 83, -0.10298,  0.22674, -0.07028,  0.04999,  0.18048
387, 83, -0.10298,  0.22674, -0.07028,  0.04999,  0.18048
388, 82, -0.11726,  0.2279, -0.06119,  0.04541,  0.19195
389, 84, -0.11685,  0.22153, -0.06943,  0.05186,  0.19398
390, 83, -0.10298,  0.22674, -0.07028,  0.04999,  0.18048
391, 84, -0.11685,  0.22153, -0.06943,  0.05186,  0.19398
392, 85, -0.10015,  0.21688, -0.08143,  0.05826,  0.18132
393, 86, -0.11748,  0.2168, -0.07365,  0.05624,  0.19639
394, 85, -0.10015,  0.21688, -0.08143,  0.05826,  0.18132
395, 84, -0.11685,  0.22153, -0.06943,  0.05186,  0.19398
396, 86, -0.11748,  0.2168, -0.07365,  0.05624,  0.19639
397, 87, -0.10438,  0.2131, -0.0835,  0.06169,  0.18704
398, 85, -0.10015,  0.21688, -0.08143,  0.05826,  0.18132
