VTX, IDX, POSITION.x, POSITION.y, POSITION.z, TEXCOORD0.x, TEXCOORD0.y
9604, 1988, -0.13448,  0.19592, -0.07327,  0.0649,  0.21114
9605, 1987, -0.13458,  0.20601, -0.07235,  0.05873,  0.20911
9606, 1989, -0.15324,  0.2008, -0.06977,  0.05709,  0.22024
9607, 1990, -0.15209,  0.19195, -0.07049,  0.06251,  0.22132
9608, 1988, -0.13448,  0.19592, -0.07327,  0.0649,  0.21114
9609, 1986, -0.11762,  0.20033, -0.07554,  0.06751,  0.20231
9610, 1991, -0.10901,  0.19763, -0.08276,  0.07187,  0.19573
9611, 1983, -0.10723,  0.20621, -0.0836,  0.0667,  0.19211
9612, 1977, -0.10557,  0.18806, -0.09372,  0.07684,  0.1915
9613, 1983, -0.10723,  0.20621, -0.0836,  0.0667,  0.19211
9614, 1991, -0.10901,  0.19763, -0.08276,  0.07187,  0.19573
9615, 1979, -0.10903,  0.17585, -0.09036,  0.08045,  0.19437
9616, 1977, -0.10557,  0.18806, -0.09372,  0.07684,  0.1915
9617, 1991, -0.10901,  0.19763, -0.08276,  0.07187,  0.19573
9618, 1984, -0.10622,  0.20994, -0.08399,  0.06443,  0.19011
9619, 1992, -0.11756,  0.21308, -0.07536,  0.05931,  0.19824
9620, 1985, -0.11736,  0.20949, -0.07586,  0.06158,  0.19958
9621, 1992, -0.11756,  0.21308, -0.07536,  0.05931,  0.19824
9622, 1987, -0.13458,  0.20601, -0.07235,  0.05873,  0.20911
9623, 1985, -0.11736,  0.20949, -0.07586,  0.06158,  0.19958
9624, 1992, -0.11756,  0.21308, -0.07536,  0.05931,  0.19824
9625, 1993, -0.13453,  0.21055, -0.07071,  0.05636,  0.20829
9626, 1987, -0.13458,  0.20601, -0.07235,  0.05873,  0.20911
9627, 1993, -0.13453,  0.21055, -0.07071,  0.05636,  0.20829
9628, 1989, -0.15324,  0.2008, -0.06977,  0.05709,  0.22024
9629, 1987, -0.13458,  0.20601, -0.07235,  0.05873,  0.20911
9630, 1993, -0.13453,  0.21055, -0.07071,  0.05636,  0.20829
9631, 1994, -0.15366,  0.20536, -0.06785,  0.05487,  0.21982
9632, 1989, -0.15324,  0.2008, -0.06977,  0.05709,  0.22024
9633, 1990, -0.15209,  0.19195, -0.07049,  0.06251,  0.22132
9634, 1995, -0.13446,  0.18003, -0.07058,  0.07074,  0.2131
9635, 1988, -0.13448,  0.19592, -0.07327,  0.0649,  0.21114
9636, 1990, -0.15209,  0.19195, -0.07049,  0.06251,  0.22132
9637, 1996, -0.14955,  0.17758, -0.06625,  0.06715,  0.22226
9638, 1995, -0.13446,  0.18003, -0.07058,  0.07074,  0.2131
9639, 1996, -0.14955,  0.17758, -0.06625,  0.06715,  0.22226
9640, 1990, -0.15209,  0.19195, -0.07049,  0.06251,  0.22132
9641, 1938, -0.17002,  0.18875, -0.07047,  0.0603,  0.23221
9642, 1996, -0.14955,  0.17758, -0.06625,  0.06715,  0.22226
9643, 1938, -0.17002,  0.18875, -0.07047,  0.0603,  0.23221
9644, 1997, -0.16571,  0.17577, -0.06609,  0.06463,  0.23212
9645, 1938, -0.17002,  0.18875, -0.07047,  0.0603,  0.23221
9646, 1998, -0.18201,  0.17295, -0.06938,  0.06357,  0.2422
9647, 1997, -0.16571,  0.17577, -0.06609,  0.06463,  0.23212
9648, 1938, -0.17002,  0.18875, -0.07047,  0.0603,  0.23221
9649, 1936, -0.18755,  0.18426, -0.07354,  0.05978,  0.24303
9650, 1998, -0.18201,  0.17295, -0.06938,  0.06357,  0.2422
9651, 1936, -0.18755,  0.18426, -0.07354,  0.05978,  0.24303
9652, 1999, -0.19717,  0.16633, -0.07515,  0.06484,  0.25246
9653, 1998, -0.18201,  0.17295, -0.06938,  0.06357,  0.2422
9654, 1936, -0.18755,  0.18426, -0.07354,  0.05978,  0.24303
9655, 1934, -0.20356,  0.17565, -0.07893,  0.0614,  0.25403
9656, 1999, -0.19717,  0.16633, -0.07515,  0.06484,  0.25246
9657, 1934, -0.20356,  0.17565, -0.07893,  0.0614,  0.25403
9658, 2000, -0.21002,  0.1553, -0.08263,  0.06818,  0.2626
9659, 1999, -0.19717,  0.16633, -0.07515,  0.06484,  0.25246
9660, 1934, -0.20356,  0.17565, -0.07893,  0.0614,  0.25403
9661, 1932, -0.21693,  0.16372, -0.08707,  0.0651,  0.26466
9662, 2000, -0.21002,  0.1553, -0.08263,  0.06818,  0.2626
9663, 1932, -0.21693,  0.16372, -0.08707,  0.0651,  0.26466
9664, 2001, -0.22003,  0.14233, -0.09337,  0.07406,  0.27186
9665, 2000, -0.21002,  0.1553, -0.08263,  0.06818,  0.2626
9666, 1932, -0.21693,  0.16372, -0.08707,  0.0651,  0.26466
9667, 1930, -0.22716,  0.15, -0.09866,  0.0713,  0.27431
9668, 2001, -0.22003,  0.14233, -0.09337,  0.07406,  0.27186
9669, 1930, -0.22716,  0.15, -0.09866,  0.0713,  0.27431
9670, 2002, -0.22657,  0.12863, -0.10575,  0.07957,  0.27623
9671, 2001, -0.22003,  0.14233, -0.09337,  0.07406,  0.27186
9672, 1930, -0.22716,  0.15, -0.09866,  0.0713,  0.27431
9673, 1928, -0.23333,  0.13523, -0.11221,  0.07944,  0.27852
9674, 2002, -0.22657,  0.12863, -0.10575,  0.07957,  0.27623
9675, 1928, -0.23333,  0.13523, -0.11221,  0.07944,  0.27852
9676, 2003, -0.22898,  0.11486, -0.11827,  0.08598,  0.27646
9677, 2002, -0.22657,  0.12863, -0.10575,  0.07957,  0.27623
9678, 1928, -0.23333,  0.13523, -0.11221,  0.07944,  0.27852
9679, 1926, -0.23509,  0.12107, -0.12487,  0.08762,  0.27934
9680, 2003, -0.22898,  0.11486, -0.11827,  0.08598,  0.27646
9681, 1926, -0.23509,  0.12107, -0.12487,  0.08762,  0.27934
9682, 2004, -0.22811,  0.10248, -0.12983,  0.09405,  0.2722
9683, 2003, -0.22898,  0.11486, -0.11827,  0.08598,  0.27646
9684, 1926, -0.23509,  0.12107, -0.12487,  0.08762,  0.27934
9685, 1922, -0.23358,  0.10903, -0.1369,  0.09604,  0.27492
9686, 2004, -0.22811,  0.10248, -0.12983,  0.09405,  0.2722
9687, 1922, -0.23358,  0.10903, -0.1369,  0.09604,  0.27492
9688, 2005, -0.22383,  0.09358, -0.13976,  0.09976,  0.26652
9689, 2004, -0.22811,  0.10248, -0.12983,  0.09405,  0.2722
9690, 1922, -0.23358,  0.10903, -0.1369,  0.09604,  0.27492
9691, 1921, -0.22867,  0.10002, -0.14775,  0.1028,  0.26872
9692, 2005, -0.22383,  0.09358, -0.13976,  0.09976,  0.26652
9693, 1921, -0.22867,  0.10002, -0.14775,  0.1028,  0.26872
9694, 2006, -0.21491,  0.0899, -0.1481,  0.10407,  0.2597
9695, 2005, -0.22383,  0.09358, -0.13976,  0.09976,  0.26652
9696, 1921, -0.22867,  0.10002, -0.14775,  0.1028,  0.26872
9697, 1949, -0.21957,  0.09593, -0.15653,  0.10732,  0.26183
9698, 2006, -0.21491,  0.0899, -0.1481,  0.10407,  0.2597
9699, 1949, -0.21957,  0.09593, -0.15653,  0.10732,  0.26183
9700, 2007, -0.20185,  0.09046, -0.1539,  0.10674,  0.25121
9701, 2006, -0.21491,  0.0899, -0.1481,  0.10407,  0.2597
9702, 1949, -0.21957,  0.09593, -0.15653,  0.10732,  0.26183
9703, 1950, -0.20554,  0.09543, -0.16324,  0.11044,  0.25258
9704, 2007, -0.20185,  0.09046, -0.1539,  0.10674,  0.25121
9705, 1950, -0.20554,  0.09543, -0.16324,  0.11044,  0.25258
9706, 2008, -0.18426,  0.09469, -0.15653,  0.10875,  0.24039
9707, 2007, -0.20185,  0.09046, -0.1539,  0.10674,  0.25121
9708, 1950, -0.20554,  0.09543, -0.16324,  0.11044,  0.25258
9709, 1952, -0.18644,  0.09886, -0.16669,  0.11237,  0.24068
9710, 2008, -0.18426,  0.09469, -0.15653,  0.10875,  0.24039
9711, 1952, -0.18644,  0.09886, -0.16669,  0.11237,  0.24068
9712, 2009, -0.16472,  0.10111, -0.15641,  0.109,  0.228
9713, 2008, -0.18426,  0.09469, -0.15653,  0.10875,  0.24039
9714, 1952, -0.18644,  0.09886, -0.16669,  0.11237,  0.24068
9715, 1954, -0.16547,  0.10578, -0.16817,  0.11282,  0.22755
9716, 2009, -0.16472,  0.10111, -0.15641,  0.109,  0.228
9717, 1954, -0.16547,  0.10578, -0.16817,  0.11282,  0.22755
9718, 2010, -0.14511,  0.10973, -0.15267,  0.10763,  0.21474
9719, 2009, -0.16472,  0.10111, -0.15641,  0.109,  0.228
9720, 1954, -0.16547,  0.10578, -0.16817,  0.11282,  0.22755
9721, 1956, -0.14453,  0.11526, -0.16543,  0.11163,  0.21361
9722, 2010, -0.14511,  0.10973, -0.15267,  0.10763,  0.21474
9723, 1956, -0.14453,  0.11526, -0.16543,  0.11163,  0.21361
9724, 2011, -0.12793,  0.12212, -0.14685,  0.10405,  0.20162
9725, 2010, -0.14511,  0.10973, -0.15267,  0.10763,  0.21474
9726, 1956, -0.14453,  0.11526, -0.16543,  0.11163,  0.21361
9727, 1971, -0.12615,  0.12822, -0.159,  0.10851,  0.19988
9728, 2011, -0.12793,  0.12212, -0.14685,  0.10405,  0.20162
9729, 1971, -0.12615,  0.12822, -0.159,  0.10851,  0.19988
9730, 1956, -0.14453,  0.11526, -0.16543,  0.11163,  0.21361
9731, 1957, -0.14166,  0.11525, -0.17364,  0.11691,  0.21178
9732, 1971, -0.12615,  0.12822, -0.159,  0.10851,  0.19988
9733, 1957, -0.14166,  0.11525, -0.17364,  0.11691,  0.21178
9734, 1961, -0.12238,  0.12835, -0.1661,  0.11343,  0.19751
9735, 1971, -0.12615,  0.12822, -0.159,  0.10851,  0.19988
9736, 2012, -0.11522,  0.13677, -0.13711,  0.10129,  0.19184
9737, 2011, -0.12793,  0.12212, -0.14685,  0.10405,  0.20162
9738, 1971, -0.12615,  0.12822, -0.159,  0.10851,  0.19988
9739, 1964, -0.11269,  0.14315, -0.14818,  0.10457,  0.18973
9740, 2012, -0.11522,  0.13677, -0.13711,  0.10129,  0.19184
9741, 1964, -0.11269,  0.14315, -0.14818,  0.10457,  0.18973
9742, 1981, -0.10746,  0.15012, -0.1239,  0.09582,  0.18671
9743, 2012, -0.11522,  0.13677, -0.13711,  0.10129,  0.19184
9744, 1964, -0.11269,  0.14315, -0.14818,  0.10457,  0.18973
9745, 1965, -0.10543,  0.15722, -0.13379,  0.0972,  0.18458
9746, 1981, -0.10746,  0.15012, -0.1239,  0.09582,  0.18671
9747, 1981, -0.10746,  0.15012, -0.1239,  0.09582,  0.18671
9748, 2013, -0.1003,  0.08301, -0.08957,  0.10129,  0.19184
9749, 2012, -0.11522,  0.13677, -0.13711,  0.10129,  0.19184
9750, 1981, -0.10746,  0.15012, -0.1239,  0.09582,  0.18671
9751, 2014, -0.09227,  0.09553, -0.07652,  0.09582,  0.18671
9752, 2013, -0.1003,  0.08301, -0.08957,  0.10129,  0.19184
9753, 1980, -0.10522,  0.1607, -0.11081,  0.08999,  0.18689
9754, 2014, -0.09227,  0.09553, -0.07652,  0.09582,  0.18671
9755, 1981, -0.10746,  0.15012, -0.1239,  0.09582,  0.18671
9756, 1980, -0.10522,  0.1607, -0.11081,  0.08999,  0.18689
9757, 2015, -0.09031,  0.1038, -0.06207,  0.08999,  0.18689
9758, 2014, -0.09227,  0.09553, -0.07652,  0.09582,  0.18671
9759, 1978, -0.10627,  0.1701, -0.09991,  0.08419,  0.19013
9760, 2015, -0.09031,  0.1038, -0.06207,  0.08999,  0.18689
9761, 1980, -0.10522,  0.1607, -0.11081,  0.08999,  0.18689
9762, 1978, -0.10627,  0.1701, -0.09991,  0.08419,  0.19013
9763, 2016, -0.09104,  0.10917, -0.0481,  0.08419,  0.19013
9764, 2015, -0.09031,  0.1038, -0.06207,  0.08999,  0.18689
9765, 1979, -0.10903,  0.17585, -0.09036,  0.08045,  0.19437
9766, 2016, -0.09104,  0.10917, -0.0481,  0.08419,  0.19013
9767, 1978, -0.10627,  0.1701, -0.09991,  0.08419,  0.19013
9768, 1979, -0.10903,  0.17585, -0.09036,  0.08045,  0.19437
9769, 2017, -0.09443,  0.11149, -0.03655,  0.08045,  0.19437
9770, 2016, -0.09104,  0.10917, -0.0481,  0.08419,  0.19013
9771, 2012, -0.11522,  0.13677, -0.13711,  0.10129,  0.19184
9772, 2013, -0.1003,  0.08301, -0.08957,  0.10129,  0.19184
9773, 2018, -0.11299,  0.06952, -0.09882,  0.10405,  0.20162
9774, 2012, -0.11522,  0.13677, -0.13711,  0.10129,  0.19184
9775, 2018, -0.11299,  0.06952, -0.09882,  0.10405,  0.20162
9776, 2011, -0.12793,  0.12212, -0.14685,  0.10405,  0.20162
9777, 2011, -0.12793,  0.12212, -0.14685,  0.10405,  0.20162
9778, 2018, -0.11299,  0.06952, -0.09882,  0.10405,  0.20162
9779, 2019, -0.12915,  0.05662, -0.10376,  0.10763,  0.21474
9780, 2011, -0.12793,  0.12212, -0.14685,  0.10405,  0.20162
9781, 2019, -0.12915,  0.05662, -0.10376,  0.10763,  0.21474
9782, 2010, -0.14511,  0.10973, -0.15267,  0.10763,  0.21474
9783, 2010, -0.14511,  0.10973, -0.15267,  0.10763,  0.21474
9784, 2019, -0.12915,  0.05662, -0.10376,  0.10763,  0.21474
9785, 2020, -0.14684,  0.04613, -0.10568,  0.109,  0.228
9786, 2010, -0.14511,  0.10973, -0.15267,  0.10763,  0.21474
9787, 2020, -0.14684,  0.04613, -0.10568,  0.109,  0.228
9788, 2009, -0.16472,  0.10111, -0.15641,  0.109,  0.228
9789, 2009, -0.16472,  0.10111, -0.15641,  0.109,  0.228
9790, 2020, -0.14684,  0.04613, -0.10568,  0.109,  0.228
9791, 2021, -0.16426,  0.03896, -0.10471,  0.10875,  0.24039
9792, 2009, -0.16472,  0.10111, -0.15641,  0.109,  0.228
9793, 2021, -0.16426,  0.03896, -0.10471,  0.10875,  0.24039
9794, 2008, -0.18426,  0.09469, -0.15653,  0.10875,  0.24039
9795, 2008, -0.18426,  0.09469, -0.15653,  0.10875,  0.24039
9796, 2021, -0.16426,  0.03896, -0.10471,  0.10875,  0.24039
9797, 2022, -0.18037,  0.03603, -0.10163,  0.10674,  0.25121
9798, 2008, -0.18426,  0.09469, -0.15653,  0.10875,  0.24039
9799, 2022, -0.18037,  0.03603, -0.10163,  0.10674,  0.25121
9800, 2007, -0.20185,  0.09046, -0.1539,  0.10674,  0.25121
9801, 2007, -0.20185,  0.09046, -0.1539,  0.10674,  0.25121
9802, 2022, -0.18037,  0.03603, -0.10163,  0.10674,  0.25121
9803, 2023, -0.19284,  0.03627, -0.09699,  0.10407,  0.2597
9804, 2007, -0.20185,  0.09046, -0.1539,  0.10674,  0.25121
9805, 2023, -0.19284,  0.03627, -0.09699,  0.10407,  0.2597
9806, 2006, -0.21491,  0.0899, -0.1481,  0.10407,  0.2597
9807, 2006, -0.21491,  0.0899, -0.1481,  0.10407,  0.2597
9808, 2023, -0.19284,  0.03627, -0.09699,  0.10407,  0.2597
9809, 2024, -0.20257,  0.03946, -0.09059,  0.09976,  0.26652
9810, 2006, -0.21491,  0.0899, -0.1481,  0.10407,  0.2597
9811, 2024, -0.20257,  0.03946, -0.09059,  0.09976,  0.26652
9812, 2005, -0.22383,  0.09358, -0.13976,  0.09976,  0.26652
9813, 2005, -0.22383,  0.09358, -0.13976,  0.09976,  0.26652
9814, 2024, -0.20257,  0.03946, -0.09059,  0.09976,  0.26652
9815, 2025, -0.20839,  0.04676, -0.08289,  0.09405,  0.2722
9816, 2005, -0.22383,  0.09358, -0.13976,  0.09976,  0.26652
9817, 2025, -0.20839,  0.04676, -0.08289,  0.09405,  0.2722
9818, 2004, -0.22811,  0.10248, -0.12983,  0.09405,  0.2722
9819, 2004, -0.22811,  0.10248, -0.12983,  0.09405,  0.2722
9820, 2025, -0.20839,  0.04676, -0.08289,  0.09405,  0.2722
9821, 2026, -0.21067,  0.05735, -0.07212,  0.08598,  0.27646
9822, 2004, -0.22811,  0.10248, -0.12983,  0.09405,  0.2722
9823, 2026, -0.21067,  0.05735, -0.07212,  0.08598,  0.27646
9824, 2003, -0.22898,  0.11486, -0.11827,  0.08598,  0.27646
9825, 2003, -0.22898,  0.11486, -0.11827,  0.08598,  0.27646
9826, 2026, -0.21067,  0.05735, -0.07212,  0.08598,  0.27646
9827, 2027, -0.20765,  0.07017, -0.05815,  0.07957,  0.27623
9828, 2003, -0.22898,  0.11486, -0.11827,  0.08598,  0.27646
9829, 2027, -0.20765,  0.07017, -0.05815,  0.07957,  0.27623
9830, 2002, -0.22657,  0.12863, -0.10575,  0.07957,  0.27623
9831, 2002, -0.22657,  0.12863, -0.10575,  0.07957,  0.27623
9832, 2027, -0.20765,  0.07017, -0.05815,  0.07957,  0.27623
9833, 2028, -0.199,  0.08321, -0.04374,  0.07406,  0.27186
9834, 2002, -0.22657,  0.12863, -0.10575,  0.07957,  0.27623
9835, 2028, -0.199,  0.08321, -0.04374,  0.07406,  0.27186
9836, 2001, -0.22003,  0.14233, -0.09337,  0.07406,  0.27186
9837, 2001, -0.22003,  0.14233, -0.09337,  0.07406,  0.27186
9838, 2028, -0.199,  0.08321, -0.04374,  0.07406,  0.27186
9839, 2029, -0.18746,  0.09467, -0.03132,  0.06818,  0.2626
9840, 2001, -0.22003,  0.14233, -0.09337,  0.07406,  0.27186
9841, 2029, -0.18746,  0.09467, -0.03132,  0.06818,  0.2626
9842, 2000, -0.21002,  0.1553, -0.08263,  0.06818,  0.2626
9843, 2000, -0.21002,  0.1553, -0.08263,  0.06818,  0.2626
9844, 2029, -0.18746,  0.09467, -0.03132,  0.06818,  0.2626
9845, 2030, -0.17453,  0.10383, -0.02322,  0.06484,  0.25246
9846, 2000, -0.21002,  0.1553, -0.08263,  0.06818,  0.2626
9847, 2030, -0.17453,  0.10383, -0.02322,  0.06484,  0.25246
9848, 1999, -0.19717,  0.16633, -0.07515,  0.06484,  0.25246
9849, 1999, -0.19717,  0.16633, -0.07515,  0.06484,  0.25246
9850, 2030, -0.17453,  0.10383, -0.02322,  0.06484,  0.25246
9851, 2031, -0.16117,  0.1106, -0.01854,  0.06357,  0.2422
9852, 1999, -0.19717,  0.16633, -0.07515,  0.06484,  0.25246
9853, 2031, -0.16117,  0.1106, -0.01854,  0.06357,  0.2422
9854, 1998, -0.18201,  0.17295, -0.06938,  0.06357,  0.2422
9855, 1998, -0.18201,  0.17295, -0.06938,  0.06357,  0.2422
9856, 2031, -0.16117,  0.1106, -0.01854,  0.06357,  0.2422
9857, 2032, -0.14706,  0.11401, -0.0163,  0.06463,  0.23212
9858, 1998, -0.18201,  0.17295, -0.06938,  0.06357,  0.2422
9859, 2032, -0.14706,  0.11401, -0.0163,  0.06463,  0.23212
9860, 1997, -0.16571,  0.17577, -0.06609,  0.06463,  0.23212
9861, 1997, -0.16571,  0.17577, -0.06609,  0.06463,  0.23212
9862, 2032, -0.14706,  0.11401, -0.0163,  0.06463,  0.23212
9863, 2033, -0.13268,  0.11524, -0.01594,  0.06715,  0.22226
9864, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9865, 2033, -0.13268,  0.11524, -0.01594,  0.06715,  0.22226
9866, 2032, -0.14706,  0.11401, -0.0163,  0.06463,  0.23212
9867, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9868, 2028, -0.199,  0.08321, -0.04374,  0.07406,  0.27186
9869, 2027, -0.20765,  0.07017, -0.05815,  0.07957,  0.27623
9870, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9871, 2027, -0.20765,  0.07017, -0.05815,  0.07957,  0.27623
9872, 2026, -0.21067,  0.05735, -0.07212,  0.08598,  0.27646
9873, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9874, 2030, -0.17453,  0.10383, -0.02322,  0.06484,  0.25246
9875, 2029, -0.18746,  0.09467, -0.03132,  0.06818,  0.2626
9876, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9877, 2029, -0.18746,  0.09467, -0.03132,  0.06818,  0.2626
9878, 2028, -0.199,  0.08321, -0.04374,  0.07406,  0.27186
9879, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9880, 2032, -0.14706,  0.11401, -0.0163,  0.06463,  0.23212
9881, 2031, -0.16117,  0.1106, -0.01854,  0.06357,  0.2422
9882, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9883, 2031, -0.16117,  0.1106, -0.01854,  0.06357,  0.2422
9884, 2030, -0.17453,  0.10383, -0.02322,  0.06484,  0.25246
9885, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9886, 2035, -0.1189,  0.11468, -0.01714,  0.07074,  0.2131
9887, 2033, -0.13268,  0.11524, -0.01594,  0.06715,  0.22226
9888, 1997, -0.16571,  0.17577, -0.06609,  0.06463,  0.23212
9889, 2033, -0.13268,  0.11524, -0.01594,  0.06715,  0.22226
9890, 1996, -0.14955,  0.17758, -0.06625,  0.06715,  0.22226
9891, 1996, -0.14955,  0.17758, -0.06625,  0.06715,  0.22226
9892, 2033, -0.13268,  0.11524, -0.01594,  0.06715,  0.22226
9893, 2035, -0.1189,  0.11468, -0.01714,  0.07074,  0.2131
9894, 1996, -0.14955,  0.17758, -0.06625,  0.06715,  0.22226
9895, 2035, -0.1189,  0.11468, -0.01714,  0.07074,  0.2131
9896, 1995, -0.13446,  0.18003, -0.07058,  0.07074,  0.2131
9897, 1995, -0.13446,  0.18003, -0.07058,  0.07074,  0.2131
9898, 2035, -0.1189,  0.11468, -0.01714,  0.07074,  0.2131
9899, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9900, 1995, -0.13446,  0.18003, -0.07058,  0.07074,  0.2131
9901, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9902, 2036, -0.12188,  0.18067, -0.07528,  0.07405,  0.20544
9903, 1988, -0.13448,  0.19592, -0.07327,  0.0649,  0.21114
9904, 1995, -0.13446,  0.18003, -0.07058,  0.07074,  0.2131
9905, 2036, -0.12188,  0.18067, -0.07528,  0.07405,  0.20544
9906, 1988, -0.13448,  0.19592, -0.07327,  0.0649,  0.21114
9907, 2036, -0.12188,  0.18067, -0.07528,  0.07405,  0.20544
9908, 1986, -0.11762,  0.20033, -0.07554,  0.06751,  0.20231
9909, 1991, -0.10901,  0.19763, -0.08276,  0.07187,  0.19573
9910, 1986, -0.11762,  0.20033, -0.07554,  0.06751,  0.20231
9911, 2036, -0.12188,  0.18067, -0.07528,  0.07405,  0.20544
9912, 1991, -0.10901,  0.19763, -0.08276,  0.07187,  0.19573
9913, 2036, -0.12188,  0.18067, -0.07528,  0.07405,  0.20544
9914, 2037, -0.114,  0.17993, -0.0823,  0.07729,  0.19971
9915, 1979, -0.10903,  0.17585, -0.09036,  0.08045,  0.19437
9916, 1991, -0.10901,  0.19763, -0.08276,  0.07187,  0.19573
9917, 2037, -0.114,  0.17993, -0.0823,  0.07729,  0.19971
9918, 2036, -0.12188,  0.18067, -0.07528,  0.07405,  0.20544
9919, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9920, 2038, -0.09958,  0.11303, -0.02709,  0.07729,  0.19971
9921, 2036, -0.12188,  0.18067, -0.07528,  0.07405,  0.20544
9922, 2038, -0.09958,  0.11303, -0.02709,  0.07729,  0.19971
9923, 2037, -0.114,  0.17993, -0.0823,  0.07729,  0.19971
9924, 2037, -0.114,  0.17993, -0.0823,  0.07729,  0.19971
9925, 2038, -0.09958,  0.11303, -0.02709,  0.07729,  0.19971
9926, 2017, -0.09443,  0.11149, -0.03655,  0.08045,  0.19437
9927, 2037, -0.114,  0.17993, -0.0823,  0.07729,  0.19971
9928, 2017, -0.09443,  0.11149, -0.03655,  0.08045,  0.19437
9929, 1979, -0.10903,  0.17585, -0.09036,  0.08045,  0.19437
9930, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9931, 2017, -0.09443,  0.11149, -0.03655,  0.08045,  0.19437
9932, 2038, -0.09958,  0.11303, -0.02709,  0.07729,  0.19971
9933, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9934, 2016, -0.09104,  0.10917, -0.0481,  0.08419,  0.19013
9935, 2017, -0.09443,  0.11149, -0.03655,  0.08045,  0.19437
9936, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9937, 2015, -0.09031,  0.1038, -0.06207,  0.08999,  0.18689
9938, 2016, -0.09104,  0.10917, -0.0481,  0.08419,  0.19013
9939, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9940, 2014, -0.09227,  0.09553, -0.07652,  0.09582,  0.18671
9941, 2015, -0.09031,  0.1038, -0.06207,  0.08999,  0.18689
9942, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9943, 2013, -0.1003,  0.08301, -0.08957,  0.10129,  0.19184
9944, 2014, -0.09227,  0.09553, -0.07652,  0.09582,  0.18671
9945, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9946, 2018, -0.11299,  0.06952, -0.09882,  0.10405,  0.20162
9947, 2013, -0.1003,  0.08301, -0.08957,  0.10129,  0.19184
9948, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9949, 2019, -0.12915,  0.05662, -0.10376,  0.10763,  0.21474
9950, 2018, -0.11299,  0.06952, -0.09882,  0.10405,  0.20162
9951, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9952, 2020, -0.14684,  0.04613, -0.10568,  0.109,  0.228
9953, 2019, -0.12915,  0.05662, -0.10376,  0.10763,  0.21474
9954, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9955, 2021, -0.16426,  0.03896, -0.10471,  0.10875,  0.24039
9956, 2020, -0.14684,  0.04613, -0.10568,  0.109,  0.228
9957, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9958, 2022, -0.18037,  0.03603, -0.10163,  0.10674,  0.25121
9959, 2021, -0.16426,  0.03896, -0.10471,  0.10875,  0.24039
9960, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9961, 2023, -0.19284,  0.03627, -0.09699,  0.10407,  0.2597
9962, 2022, -0.18037,  0.03603, -0.10163,  0.10674,  0.25121
9963, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9964, 2024, -0.20257,  0.03946, -0.09059,  0.09976,  0.26652
9965, 2023, -0.19284,  0.03627, -0.09699,  0.10407,  0.2597
9966, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9967, 2025, -0.20839,  0.04676, -0.08289,  0.09405,  0.2722
9968, 2024, -0.20257,  0.03946, -0.09059,  0.09976,  0.26652
9969, 2034, -0.10742,  0.1139, -0.02035,  0.07405,  0.20544
9970, 2026, -0.21067,  0.05735, -0.07212,  0.08598,  0.27646
9971, 2025, -0.20839,  0.04676, -0.08289,  0.09405,  0.2722
9972, 1990, -0.15209,  0.19195, -0.07049,  0.06251,  0.22132
9973, 1989, -0.15324,  0.2008, -0.06977,  0.05709,  0.22024
9974, 1937, -0.17252,  0.19613, -0.06966,  0.05568,  0.2322
9975, 1990, -0.15209,  0.19195, -0.07049,  0.06251,  0.22132
9976, 1937, -0.17252,  0.19613, -0.06966,  0.05568,  0.2322
9977, 1938, -0.17002,  0.18875, -0.07047,  0.0603,  0.23221
9978, 1994, -0.15366,  0.20536, -0.06785,  0.05487,  0.21982
9979, 1937, -0.17252,  0.19613, -0.06966,  0.05568,  0.2322
9980, 1989, -0.15324,  0.2008, -0.06977,  0.05709,  0.22024
9981, 1994, -0.15366,  0.20536, -0.06785,  0.05487,  0.21982
